Rule code,Rule,Priority,CWE,Software characteristic,Vulnerability type,Language,Effort,File,Line number,Line text,Source file,Source line number,Source line text,Muted,Normative,Status,CWE Scope,Framework
OPT.JAVA.SEC_JAVA.SqlInjectionRule,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),Very High,564,Security,Injection,Java,30m,dos-login/src/main/java/org/owasp/webgoat/plugin/DOS_Login.java,148,results = statement.executeQuery(query);,dos-login/src/main/java/org/owasp/webgoat/plugin/DOS_Login.java,147,"query = ""SELECT * FROM user_login WHERE webgoat_user = '"" + s.getUserName() + ""'"";",No,"CERT-J:IDS00-J,CWE:564,CWE:89,OWASP:2013:A1,OWASP:2013:A5,OWASP:2013:A6,OWASP:2017:A1,PCI-DSS:6.5.1,SANS25:2010:2,SANS25:2011:1,WASC:19",none,"CWEScope:Access-Control,CWEScope:Confidentiality,CWEScope:Integrity",
OPT.JAVA.SEC_JAVA.SqlInjectionRule,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),Very High,564,Security,Injection,Java,30m,goat-hills-financial/src/main/java/org/owasp/webgoat/plugin/GoatHillsFinancial/DefaultLessonAction.java,199,answer_results = answer_statement.executeQuery(query),goat-hills-financial/src/main/java/org/owasp/webgoat/plugin/GoatHillsFinancial/DefaultLessonAction.java,133,        String ss = (String) s.getRequest().getSession().getAttribute(name);,No,"CERT-J:IDS00-J,CWE:564,CWE:89,OWASP:2013:A1,OWASP:2013:A5,OWASP:2013:A6,OWASP:2017:A1,PCI-DSS:6.5.1,SANS25:2010:2,SANS25:2011:1,WASC:19",none,"CWEScope:Access-Control,CWEScope:Confidentiality,CWEScope:Integrity",
OPT.JAVA.SEC_JAVA.SqlInjectionRule,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),Very High,564,Security,Injection,Java,30m,goat-hills-financial/src/main/java/org/owasp/webgoat/plugin/GoatHillsFinancial/DefaultLessonAction.java,253,                ResultSet answer_results = answer_statement.executeQuery(query);,goat-hills-financial/src/main/java/org/owasp/webgoat/plugin/GoatHillsFinancial/DefaultLessonAction.java,133,        String ss = (String) s.getRequest().getSession().getAttribute(name);,No,"CERT-J:IDS00-J,CWE:564,CWE:89,OWASP:2013:A1,OWASP:2013:A5,OWASP:2013:A6,OWASP:2017:A1,PCI-DSS:6.5.1,SANS25:2010:2,SANS25:2011:1,WASC:19",none,"CWEScope:Access-Control,CWEScope:Confidentiality,CWEScope:Integrity",
OPT.JAVA.SEC_JAVA.SqlInjectionRule,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),Very High,564,Security,Injection,Java,30m,goat-hills-financial/src/main/java/org/owasp/webgoat/plugin/GoatHillsFinancial/ListStaff.java,87,                ResultSet answer_results = answer_statement.executeQuery(query);,goat-hills-financial/src/main/java/org/owasp/webgoat/plugin/GoatHillsFinancial/DefaultLessonAction.java,133,        String ss = (String) s.getRequest().getSession().getAttribute(name);,No,"CERT-J:IDS00-J,CWE:564,CWE:89,OWASP:2013:A1,OWASP:2013:A5,OWASP:2013:A6,OWASP:2017:A1,PCI-DSS:6.5.1,SANS25:2010:2,SANS25:2011:1,WASC:19",none,"CWEScope:Access-Control,CWEScope:Confidentiality,CWEScope:Integrity",
OPT.JAVA.SEC_JAVA.SqlInjectionRule,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),Very High,564,Security,Injection,Java,30m,goat-hills-financial/src/main/java/org/owasp/webgoat/plugin/GoatHillsFinancial/Login.java,127,                ResultSet answer_results = answer_statement.executeQuery(query);,goat-hills-financial/src/main/java/org/owasp/webgoat/plugin/GoatHillsFinancial/Login.java,67,password = s.getParser().getStringParameter(GoatHillsFinancial.PASSWORD),No,"CERT-J:IDS00-J,CWE:564,CWE:89,OWASP:2013:A1,OWASP:2013:A5,OWASP:2013:A6,OWASP:2017:A1,PCI-DSS:6.5.1,SANS25:2010:2,SANS25:2011:1,WASC:19",none,"CWEScope:Access-Control,CWEScope:Confidentiality,CWEScope:Integrity",
OPT.JAVA.SEC_JAVA.SqlInjectionRule,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),Very High,564,Security,Injection,Java,30m,goat-hills-financial/src/main/java/org/owasp/webgoat/plugin/GoatHillsFinancial/UpdateProfile.java,183,ps = WebSession.getConnection(s).prepareStatement(query),webgoat-container/src/main/java/org/owasp/webgoat/session/DatabaseUtilities.java,63,"		return getConnection(s.getUserName(), s.getWebgoatContext());",No,"CERT-J:IDS00-J,CWE:564,CWE:89,OWASP:2013:A1,OWASP:2013:A5,OWASP:2013:A6,OWASP:2017:A1,PCI-DSS:6.5.1,SANS25:2010:2,SANS25:2011:1,WASC:19",none,"CWEScope:Access-Control,CWEScope:Confidentiality,CWEScope:Integrity",
OPT.JAVA.SEC_JAVA.SqlInjectionRule,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),Very High,564,Security,Injection,Java,30m,malicious-file-execution/src/main/java/org/owasp/webgoat/plugin/MaliciousFileExecution.java,148,image_results = image_statement.executeQuery(image_query),malicious-file-execution/src/main/java/org/owasp/webgoat/plugin/MaliciousFileExecution.java,144,"image_query = ""SELECT image_relative_url FROM mfe_images WHERE user_name = '"" 
            + s.getUserName() + ""'""",No,"CERT-J:IDS00-J,CWE:564,CWE:89,OWASP:2013:A1,OWASP:2013:A5,OWASP:2013:A6,OWASP:2017:A1,PCI-DSS:6.5.1,SANS25:2010:2,SANS25:2011:1,WASC:19",none,"CWEScope:Access-Control,CWEScope:Confidentiality,CWEScope:Integrity",
OPT.JAVA.SEC_JAVA.SqlInjectionRule,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),Very High,564,Security,Injection,Java,30m,malicious-file-execution/src/main/java/org/owasp/webgoat/plugin/MaliciousFileExecution.java,295,statement.executeUpdate(deleteuserrow);,malicious-file-execution/src/main/java/org/owasp/webgoat/plugin/MaliciousFileExecution.java,293,"deleteuserrow = ""DELETE from mfe_images WHERE user_name = '""
                + s.getUserName() + ""';""",No,"CERT-J:IDS00-J,CWE:564,CWE:89,OWASP:2013:A1,OWASP:2013:A5,OWASP:2013:A6,OWASP:2017:A1,PCI-DSS:6.5.1,SANS25:2010:2,SANS25:2011:1,WASC:19",none,"CWEScope:Access-Control,CWEScope:Confidentiality,CWEScope:Integrity",
OPT.JAVA.SEC_JAVA.SqlInjectionRule,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),Very High,564,Security,Injection,Java,30m,malicious-file-execution/src/main/java/org/owasp/webgoat/plugin/MaliciousFileExecution.java,456,"if(statement.executeUpdate(updateData1) == 0) {
                            // update failed, we need to add a row
                            String insertData1 = ""INSERT INTO mfe_images VALUES ('"" +
                                s.getUserName() + ""','"" + UPLOADS_RELATIVE_PATH + ""/"" + 
                                item.getName() + ""')"";
(...)",malicious-file-execution/src/main/java/org/owasp/webgoat/plugin/MaliciousFileExecution.java,452,"updateData1 = ""UPDATE mfe_images SET image_relative_url='"" + UPLOADS_RELATIVE_PATH + ""/""
                            + item.getName() + ""' WHERE user_name = '""
                            + s.getUserName() + ""';""",No,"CERT-J:IDS00-J,CWE:564,CWE:89,OWASP:2013:A1,OWASP:2013:A5,OWASP:2013:A6,OWASP:2017:A1,PCI-DSS:6.5.1,SANS25:2010:2,SANS25:2011:1,WASC:19",none,"CWEScope:Access-Control,CWEScope:Confidentiality,CWEScope:Integrity",
OPT.JAVA.SEC_JAVA.SqlInjectionRule,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),Very High,564,Security,Injection,Java,30m,malicious-file-execution/src/main/java/org/owasp/webgoat/plugin/MaliciousFileExecution.java,464,statement.executeUpdate(insertData1);,malicious-file-execution/src/main/java/org/owasp/webgoat/plugin/MaliciousFileExecution.java,460,"insertData1 = ""INSERT INTO mfe_images VALUES ('"" +
                                s.getUserName() + ""','"" + UPLOADS_RELATIVE_PATH + ""/"" + 
                                item.getName() + ""')""",No,"CERT-J:IDS00-J,CWE:564,CWE:89,OWASP:2013:A1,OWASP:2013:A5,OWASP:2013:A6,OWASP:2017:A1,PCI-DSS:6.5.1,SANS25:2010:2,SANS25:2011:1,WASC:19",none,"CWEScope:Access-Control,CWEScope:Confidentiality,CWEScope:Integrity",
OPT.JAVA.SEC_JAVA.SqlInjectionRule,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),Very High,564,Security,Injection,Java,30m,role-based-access-control/src/main/java/instructor/UpdateProfile_i.java,100,					PreparedStatement ps = WebSession.getConnection(s).prepareStatement(query);,goat-hills-financial/src/main/java/org/owasp/webgoat/plugin/GoatHillsFinancial/DefaultLessonAction.java,133,        String ss = (String) s.getRequest().getSession().getAttribute(name);,No,"CERT-J:IDS00-J,CWE:564,CWE:89,OWASP:2013:A1,OWASP:2013:A5,OWASP:2013:A6,OWASP:2017:A1,PCI-DSS:6.5.1,SANS25:2010:2,SANS25:2011:1,WASC:19",none,"CWEScope:Access-Control,CWEScope:Confidentiality,CWEScope:Integrity",
OPT.JAVA.SEC_JAVA.SqlInjectionRule,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),Very High,564,Security,Injection,Java,30m,role-based-access-control/src/main/java/instructor/UpdateProfile_i.java,100,ps = WebSession.getConnection(s).prepareStatement(query),webgoat-container/src/main/java/org/owasp/webgoat/session/DatabaseUtilities.java,63,"		return getConnection(s.getUserName(), s.getWebgoatContext());",No,"CERT-J:IDS00-J,CWE:564,CWE:89,OWASP:2013:A1,OWASP:2013:A5,OWASP:2013:A6,OWASP:2017:A1,PCI-DSS:6.5.1,SANS25:2010:2,SANS25:2011:1,WASC:19",none,"CWEScope:Access-Control,CWEScope:Confidentiality,CWEScope:Integrity",
OPT.JAVA.SEC_JAVA.SqlInjectionRule,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),Very High,564,Security,Injection,Java,30m,role-based-access-control/src/main/java/instructor/ViewProfile_i.java,89,					ResultSet answer_results = answer_statement.executeQuery(query);,goat-hills-financial/src/main/java/org/owasp/webgoat/plugin/GoatHillsFinancial/DefaultLessonAction.java,133,        String ss = (String) s.getRequest().getSession().getAttribute(name);,No,"CERT-J:IDS00-J,CWE:564,CWE:89,OWASP:2013:A1,OWASP:2013:A5,OWASP:2013:A6,OWASP:2017:A1,PCI-DSS:6.5.1,SANS25:2010:2,SANS25:2011:1,WASC:19",none,"CWEScope:Access-Control,CWEScope:Confidentiality,CWEScope:Integrity",
OPT.JAVA.SEC_JAVA.SqlInjectionRule,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),Very High,564,Security,Injection,Java,30m,role-based-access-control/src/main/java/org/owasp/webgoat/plugin/rollbased/RoleBasedAccessControl.java,399,"if (RoleBasedAccessControl.DELETEPROFILE_ACTION.equals(requestedActionName)
                                && !isAuthorized(s, getUserId(s), RoleBasedAccessControl.DELETEPROFILE_ACTION))
                        {
                            setStageComplete(s, STAGE2);
                        }",role-based-access-control/src/main/java/org/owasp/webgoat/plugin/rollbased/RoleBasedAccessControl.java,333,"requestedActionName = s.getParser().getStringParameter(""action"");",No,"CERT-J:IDS00-J,CWE:564,CWE:89,OWASP:2013:A1,OWASP:2013:A5,OWASP:2013:A6,OWASP:2017:A1,PCI-DSS:6.5.1,SANS25:2010:2,SANS25:2011:1,WASC:19",none,"CWEScope:Access-Control,CWEScope:Confidentiality,CWEScope:Integrity",
OPT.JAVA.SEC_JAVA.SqlInjectionRule,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),Very High,564,Security,Injection,Java,30m,role-based-access-control/src/main/java/org/owasp/webgoat/plugin/rollbased/UpdateProfileRoleBasedAccessControl.java,219,ps = WebSession.getConnection(s).prepareStatement(query),webgoat-container/src/main/java/org/owasp/webgoat/session/DatabaseUtilities.java,63,"		return getConnection(s.getUserName(), s.getWebgoatContext());",No,"CERT-J:IDS00-J,CWE:564,CWE:89,OWASP:2013:A1,OWASP:2013:A5,OWASP:2013:A6,OWASP:2017:A1,PCI-DSS:6.5.1,SANS25:2010:2,SANS25:2011:1,WASC:19",none,"CWEScope:Access-Control,CWEScope:Confidentiality,CWEScope:Integrity",
OPT.JAVA.SEC_JAVA.SqlInjectionRule,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),Very High,564,Security,Injection,Java,30m,sql-injection/src/main/java/org/owasp/webgoat/plugin/sqlinjection/ListStaffSqlInjection.java,90,                ResultSet answer_results = answer_statement.executeQuery(query);,goat-hills-financial/src/main/java/org/owasp/webgoat/plugin/GoatHillsFinancial/DefaultLessonAction.java,133,        String ss = (String) s.getRequest().getSession().getAttribute(name);,No,"CERT-J:IDS00-J,CWE:564,CWE:89,OWASP:2013:A1,OWASP:2013:A5,OWASP:2013:A6,OWASP:2017:A1,PCI-DSS:6.5.1,SANS25:2010:2,SANS25:2011:1,WASC:19",none,"CWEScope:Access-Control,CWEScope:Confidentiality,CWEScope:Integrity",
OPT.JAVA.SEC_JAVA.SqlInjectionRule,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),Very High,564,Security,Injection,Java,30m,sql-injection/src/main/java/org/owasp/webgoat/plugin/sqlinjection/LoginSqlInjection.java,132,                ResultSet answer_results = answer_statement.executeQuery(query);,sql-injection/src/main/java/org/owasp/webgoat/plugin/sqlinjection/LoginSqlInjection.java,71,password = s.getParser().getRawParameter(SQLInjection.PASSWORD),No,"CERT-J:IDS00-J,CWE:564,CWE:89,OWASP:2013:A1,OWASP:2013:A5,OWASP:2013:A6,OWASP:2017:A1,PCI-DSS:6.5.1,SANS25:2010:2,SANS25:2011:1,WASC:19",none,"CWEScope:Access-Control,CWEScope:Confidentiality,CWEScope:Integrity",
OPT.JAVA.SEC_JAVA.SqlInjectionRule,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),Very High,564,Security,Injection,Java,30m,sql-injection/src/main/java/org/owasp/webgoat/plugin/sqlinjection/LoginSqlInjection.java,167,                ResultSet answer_results = answer_statement.executeQuery(query);,sql-injection/src/main/java/org/owasp/webgoat/plugin/sqlinjection/LoginSqlInjection.java,236,password = s.getParser().getRawParameter(SQLInjection.PASSWORD),No,"CERT-J:IDS00-J,CWE:564,CWE:89,OWASP:2013:A1,OWASP:2013:A5,OWASP:2013:A6,OWASP:2017:A1,PCI-DSS:6.5.1,SANS25:2010:2,SANS25:2011:1,WASC:19",none,"CWEScope:Access-Control,CWEScope:Confidentiality,CWEScope:Integrity",
OPT.JAVA.SEC_JAVA.SqlInjectionRule,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),Very High,564,Security,Injection,Java,30m,sql-injection/src/main/java/org/owasp/webgoat/plugin/sqlinjection/ViewProfileSqlInjection.java,109,                ResultSet answer_results = answer_statement.executeQuery(query);,goat-hills-financial/src/main/java/org/owasp/webgoat/plugin/GoatHillsFinancial/DefaultLessonAction.java,104,        String value = (String) s.getRequest().getSession().getAttribute(name);,No,"CERT-J:IDS00-J,CWE:564,CWE:89,OWASP:2013:A1,OWASP:2013:A5,OWASP:2013:A6,OWASP:2017:A1,PCI-DSS:6.5.1,SANS25:2010:2,SANS25:2011:1,WASC:19",none,"CWEScope:Access-Control,CWEScope:Confidentiality,CWEScope:Integrity",
OPT.JAVA.SEC_JAVA.SqlInjectionRule,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),Very High,564,Security,Injection,Java,30m,sql-injection/src/main/java/org/owasp/webgoat/plugin/sqlinjection/ViewProfileSqlInjection.java,158,                ResultSet answer_results = answer_statement.executeQuery(query);,sql-injection/src/main/java/org/owasp/webgoat/plugin/sqlinjection/ViewProfileSqlInjection.java,193,employeeId = s.getParser().getRawParameter(org.owasp.webgoat.plugin.sqlinjection.SQLInjection.EMPLOYEE_ID),No,"CERT-J:IDS00-J,CWE:564,CWE:89,OWASP:2013:A1,OWASP:2013:A5,OWASP:2013:A6,OWASP:2017:A1,PCI-DSS:6.5.1,SANS25:2010:2,SANS25:2011:1,WASC:19",none,"CWEScope:Access-Control,CWEScope:Confidentiality,CWEScope:Integrity",
OPT.JAVA.SEC_JAVA.SqlInjectionRule,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),Very High,564,Security,Injection,Java,30m,sql-numeric-injection/src/main/java/org/owasp/webgoat/plugin/SqlNumericInjection.java,120,results = statement.executeQuery(query),sql-numeric-injection/src/main/java/org/owasp/webgoat/plugin/SqlNumericInjection.java,99,"station = s.getParser().getRawParameter(STATION_ID, null);",No,"CERT-J:IDS00-J,CWE:564,CWE:89,OWASP:2013:A1,OWASP:2013:A5,OWASP:2013:A6,OWASP:2017:A1,PCI-DSS:6.5.1,SANS25:2010:2,SANS25:2011:1,WASC:19",none,"CWEScope:Access-Control,CWEScope:Confidentiality,CWEScope:Integrity",
OPT.JAVA.SEC_JAVA.SqlInjectionRule,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),Very High,564,Security,Injection,Java,30m,sql-string-injection/src/main/java/org/owasp/webgoat/plugin/SqlStringInjection.java,103,results = statement.executeQuery(query),sql-string-injection/src/main/java/org/owasp/webgoat/plugin/SqlStringInjection.java,205,"        accountName = s.getParser().getRawParameter(ACCT_NAME, ""Your Name"");",No,"CERT-J:IDS00-J,CWE:564,CWE:89,OWASP:2013:A1,OWASP:2013:A5,OWASP:2013:A6,OWASP:2017:A1,PCI-DSS:6.5.1,SANS25:2010:2,SANS25:2011:1,WASC:19",none,"CWEScope:Access-Control,CWEScope:Confidentiality,CWEScope:Integrity",
OPT.JAVA.SEC_JAVA.SqlInjectionRule,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),Very High,564,Security,Injection,Java,30m,thread-safety-problem/src/main/java/org/owasp/webgoat/plugin/ThreadSafetyProblem.java,96,results = statement.executeQuery(query),thread-safety-problem/src/main/java/org/owasp/webgoat/plugin/ThreadSafetyProblem.java,78,"currentUser = s.getParser().getRawParameter(USER_NAME, """");",No,"CERT-J:IDS00-J,CWE:564,CWE:89,OWASP:2013:A1,OWASP:2013:A5,OWASP:2013:A6,OWASP:2017:A1,PCI-DSS:6.5.1,SANS25:2010:2,SANS25:2011:1,WASC:19",none,"CWEScope:Access-Control,CWEScope:Confidentiality,CWEScope:Integrity",
OPT.JAVA.SEC_JAVA.SqlInjectionRule,Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection'),Very High,564,Security,Injection,Java,30m,webgoat-container/src/main/java/org/owasp/webgoat/lessons/admin/ViewDatabase.java,80,results = statement.executeQuery(sqlStatement.toString()),webgoat-container/src/main/java/org/owasp/webgoat/lessons/admin/ViewDatabase.java,66,"sqlStatement = new StringBuffer(s.getParser().getRawParameter(SQL, """"))",No,"CERT-J:IDS00-J,CWE:564,CWE:89,OWASP:2013:A1,OWASP:2013:A5,OWASP:2013:A6,OWASP:2017:A1,PCI-DSS:6.5.1,SANS25:2010:2,SANS25:2011:1,WASC:19",none,"CWEScope:Access-Control,CWEScope:Confidentiality,CWEScope:Integrity",
