PROFILE,ACCOUNT_NUM,REGION,TITLE_ID,CHECK_RESULT,ITEM_SCORED,ITEM_LEVEL,TITLE_TEXT,CHECK_RESULT_EXTENDED,CHECK_ASFF_COMPLIANCE_TYPE,CHECK_SEVERITY,CHECK_SERVICENAME,CHECK_ASFF_RESOURCE_TYPE,CHECK_ASFF_TYPE,CHECK_RISK,CHECK_REMEDIATION,CHECK_DOC,CHECK_CAF_EPIC
,123456789012,us-east-1,1.4,FAIL,Scored,Level 1,[check14] Ensure access keys are rotated every 90 days or less (Scored),example has not rotated access key 2 in over 90 days,ens-op.acc.1.aws.iam.4 ens-op.acc.5.aws.iam.3,Medium,iam,AwsIamUser,Software and Configuration Checks/Industry and Regulatory Standards/CIS AWS Foundations Benchmark,Access keys consist of an access key ID and secret access key which are used to sign programmatic requests that you make to AWS. AWS users need their own access keys to make programmatic calls to AWS from the AWS Command Line Interface (AWS CLI)- Tools for Windows PowerShell- the AWS SDKs- or direct HTTP calls using the APIs for individual AWS services. It is recommended that all access keys be regularly rotated.,Use the credential report to  ensure  access_key_X_last_rotated  is less than 90 days ago.,https://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_getting-report.html,IAM
,123456789012,us-east-1,1.5,PASS,Scored,Level 1,[check15] Ensure IAM password policy requires at least one uppercase letter (Scored),Password Policy requires upper case,Software and Configuration Checks,Medium,iam,AwsAccount,Software and Configuration Checks/Industry and Regulatory Standards/CIS AWS Foundations Benchmark,Password policies are used to enforce password complexity requirements. IAM password policies can be used to ensure password are comprised of different character sets. It is recommended that the password policy require at least one uppercase letter.,Ensure "Requires at least one uppercase letter" is checked under "Password Policy".,https://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_passwords_account-policy.html,IAM
,123456789012,us-east-1,1.6,PASS,Scored,Level 1,[check16] Ensure IAM password policy require at least one lowercase letter (Scored),Password Policy requires lower case,Software and Configuration Checks,Medium,iam,AwsAccount,Software and Configuration Checks/Industry and Regulatory Standards/CIS AWS Foundations Benchmark,Password policies are used to enforce password complexity requirements. IAM password policies can be used to ensure password are comprised of different character sets. It is recommended that the password policy require at least one uppercase letter.,Ensure "Requires at least one lowercase letter" is checked under "Password Policy".,https://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_passwords_account-policy.html,IAM
,123456789012,us-east-1,1.7,PASS,Scored,Level 1,[check17] Ensure IAM password policy require at least one symbol (Scored),Password Policy requires symbol,Software and Configuration Checks,Medium,iam,AwsAccount,Software and Configuration Checks/Industry and Regulatory Standards/CIS AWS Foundations Benchmark,Password policies are used to enforce password complexity requirements. IAM password policies can be used to ensure password are comprised of different character sets. It is recommended that the password policy require at least one uppercase letter.,Ensure "Require at least one non-alphanumeric character" is checked under "Password Policy".,https://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_passwords_account-policy.html,IAM
,123456789012,us-east-1,1.8,PASS,Scored,Level 1,[check18] Ensure IAM password policy require at least one number (Scored),Password Policy requires number,Software and Configuration Checks,Medium,iam,AwsAccount,Software and Configuration Checks/Industry and Regulatory Standards/CIS AWS Foundations Benchmark,Password policies are used to enforce password complexity requirements. IAM password policies can be used to ensure password are comprised of different character sets. It is recommended that the password policy require at least one uppercase letter.,Ensure "Require at least one number " is checked under "Password Policy".,https://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_passwords_account-policy.html,IAM
,123456789012,us-east-1,1.9,FAIL,Scored,Level 1,[check19] Ensure IAM password policy requires minimum length of 14 or greater (Scored),Password Policy missing or weak length requirement,Software and Configuration Checks,Medium,iam,AwsAccount,Software and Configuration Checks/Industry and Regulatory Standards/CIS AWS Foundations Benchmark,Password policies are used to enforce password complexity requirements. IAM password policies can be used to ensure password are comprised of different character sets. It is recommended that the password policy require at least one uppercase letter.,Ensure "Minimum password length" is set to 14 or greater.,https://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_passwords_account-policy.html,IAM
,123456789012,us-east-1,1.10,FAIL,Scored,Level 1,[check110] Ensure IAM password policy prevents password reuse: 24 or greater (Scored),Password Policy has weak reuse requirement (lower than 24),Software and Configuration Checks,Medium,iam,AwsAccount,Software and Configuration Checks/Industry and Regulatory Standards/CIS AWS Foundations Benchmark,Password policies are used to enforce password complexity requirements. IAM password policies can be used to ensure password are comprised of different character sets. It is recommended that the password policy require at least one uppercase letter.,Ensure "Number of passwords to remember" is set to 24.,https://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_passwords_account-policy.html,IAM
,123456789012,us-east-1,1.12,PASS,Scored,Level 1,[check112] Ensure no root account access key exists (Scored),No access key 1 found for root,Software and Configuration Checks,Critical,iam,AwsAccount,Software and Configuration Checks/Industry and Regulatory Standards/CIS AWS Foundations Benchmark,The root account is the most privileged user in an AWS account. AWS Access Keys provide programmatic access to a given AWS account. It is recommended that all access keys associated with the root account be removed. Removing access keys associated with the root account limits vectors by which the account can be compromised. Removing the root access keys encourages the creation and use of role based accounts that are least privileged.,Use the credential report to  that the user and ensure the access_key_1_active and access_key_2_active fields are set to FALSE .,https://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_getting-report.html,IAM
,123456789012,us-east-1,1.12,PASS,Scored,Level 1,[check112] Ensure no root account access key exists (Scored),No access key 2 found for root,Software and Configuration Checks,Critical,iam,AwsAccount,Software and Configuration Checks/Industry and Regulatory Standards/CIS AWS Foundations Benchmark,The root account is the most privileged user in an AWS account. AWS Access Keys provide programmatic access to a given AWS account. It is recommended that all access keys associated with the root account be removed. Removing access keys associated with the root account limits vectors by which the account can be compromised. Removing the root access keys encourages the creation and use of role based accounts that are least privileged.,Use the credential report to  that the user and ensure the access_key_1_active and access_key_2_active fields are set to FALSE .,https://docs.aws.amazon.com/IAM/latest/UserGuide/id_credentials_getting-report.html,IAM
,123456789012,us-east-1,1.13,PASS,Scored,Level 1,[check113] Ensure MFA is enabled for the root account (Scored),Virtual MFA is enabled for root,Software and Configuration Checks,Critical,iam,AwsAccount,Software and Configuration Checks/Industry and Regulatory Standards/CIS AWS Foundations Benchmark,The root account is the most privileged user in an AWS account. MFA adds an extra layer of protection on top of a user name and password. With MFA enabled when a user signs in to an AWS website they will be prompted for their user name and password as well as for an authentication code from their AWS MFA device. When virtual MFA is used for root accounts it is recommended that the device used is NOT a personal device but rather a dedicated mobile device (tablet or phone) that is managed to be kept charged and secured independent of any individual personal devices. ("non-personal virtual MFA") This lessens the risks of losing access to the MFA due to device loss / trade-in or if the individual owning the device is no longer employed at the company.,Using IAM console navigate to Dashboard and expand Activate MFA on your root account.,https://docs.aws.amazon.com/IAM/latest/UserGuide/id_root-user.html#id_root-user_manage_mfa,IAM
,123456789012,us-east-1,1.14,FAIL,Scored,Level 2,[check114] Ensure hardware MFA is enabled for the root account (Scored),Only Virtual MFA is enabled for root,Software and Configuration Checks,Critical,iam,AwsAccount,Software and Configuration Checks/Industry and Regulatory Standards/CIS AWS Foundations Benchmark,The root account is the most privileged user in an AWS account. MFA adds an extra layer of protection on top of a user name and password. With MFA enabled when a user signs in to an AWS website they will be prompted for their user name and password as well as for an authentication code from their AWS MFA device. For Level 2 it is recommended that the root account be protected with a hardware MFA.,Using IAM console navigate to Dashboard and expand Activate MFA on your root account.,https://docs.aws.amazon.com/IAM/latest/UserGuide/id_root-user.html#id_root-user_manage_mfa,IAM
,123456789012,us-east-1,1.16,FAIL,Scored,Level 1,[check116] Ensure IAM policies are attached only to groups or roles (Scored),example has inline policy directly attached,ens-op.acc.3.aws.iam.1,Low,iam,AwsIamUser,Software and Configuration Checks/Industry and Regulatory Standards/CIS AWS Foundations Benchmark,By default IAM users; groups; and roles have no access to AWS resources. IAM policies are the means by which privileges are granted to users; groups; or roles. It is recommended that IAM policies be applied directly to groups and roles but not users. Assigning privileges at the group or role level reduces the complexity of access management as the number of users grow. Reducing access management complexity may in-turn reduce opportunity for a principal to inadvertently receive or retain excessive privileges.,Remove any policy attached directly to the user. Use groups or roles instead.,https://docs.aws.amazon.com/IAM/latest/UserGuide/best-practices.html,IAM
,123456789012,us-east-1,1.16,FAIL,Scored,Level 1,[check116] Ensure IAM policies are attached only to groups or roles (Scored),example has managed policy directly attached,ens-op.acc.3.aws.iam.1,Low,iam,AwsIamUser,Software and Configuration Checks/Industry and Regulatory Standards/CIS AWS Foundations Benchmark,By default IAM users; groups; and roles have no access to AWS resources. IAM policies are the means by which privileges are granted to users; groups; or roles. It is recommended that IAM policies be applied directly to groups and roles but not users. Assigning privileges at the group or role level reduces the complexity of access management as the number of users grow. Reducing access management complexity may in-turn reduce opportunity for a principal to inadvertently receive or retain excessive privileges.,Remove any policy attached directly to the user. Use groups or roles instead.,https://docs.aws.amazon.com/IAM/latest/UserGuide/best-practices.html,IAM
,123456789012,us-east-1,1.16,FAIL,Scored,Level 1,[check116] Ensure IAM policies are attached only to groups or roles (Scored),example has inline policy directly attached,ens-op.acc.3.aws.iam.1,Low,iam,AwsIamUser,Software and Configuration Checks/Industry and Regulatory Standards/CIS AWS Foundations Benchmark,By default IAM users; groups; and roles have no access to AWS resources. IAM policies are the means by which privileges are granted to users; groups; or roles. It is recommended that IAM policies be applied directly to groups and roles but not users. Assigning privileges at the group or role level reduces the complexity of access management as the number of users grow. Reducing access management complexity may in-turn reduce opportunity for a principal to inadvertently receive or retain excessive privileges.,Remove any policy attached directly to the user. Use groups or roles instead.,https://docs.aws.amazon.com/IAM/latest/UserGuide/best-practices.html,IAM
,123456789012,us-east-1,2.1,PASS,Scored,Level 1,[check21] Ensure CloudTrail is enabled in all regions (Scored),Trail arn:aws:cloudtrail:eu-west-2:123456789012:trail/default in eu-west-2 is enabled for all regions,ens-op.acc.7.aws.iam.1 ens-op.mon.1.aws.trail.1,High,cloudtrail,AwsCloudTrailTrail,Software and Configuration Checks/Industry and Regulatory Standards/CIS AWS Foundations Benchmark,AWS CloudTrail is a web service that records AWS API calls for your account and delivers log files to you. The recorded information includes the identity of the API caller; the time of the API call; the source IP address of the API caller; the request parameters; and the response elements returned by the AWS service.,Ensure Logging is set to ON on all regions (even if they are not being used at the moment.,https://docs.aws.amazon.com/awscloudtrail/latest/userguide/cloudtrailconcepts.html#cloudtrail-concepts-management-events,Logging and Monitoring
,123456789012,us-east-1,2.5,FAIL,Scored,Level 1,[check25] Ensure AWS Config is enabled in all regions (Scored),Region eu-north-1 AWS Config recorder disabled,ens-op.exp.1.aws.cfg.1,Medium,configservice,AwsAccount,Software and Configuration Checks/Industry and Regulatory Standards/CIS AWS Foundations Benchmark,The AWS configuration item history captured by AWS Config enables security analysis; resource change tracking; and compliance auditing.,It is recommended to enable AWS Config be enabled in all regions.,https://aws.amazon.com/blogs/mt/aws-config-best-practices/,Logging and Monitoring
,123456789012,us-east-1,2.5,FAIL,Scored,Level 1,[check25] Ensure AWS Config is enabled in all regions (Scored),Region ap-south-1 AWS Config recorder disabled,ens-op.exp.1.aws.cfg.1,Medium,configservice,AwsAccount,Software and Configuration Checks/Industry and Regulatory Standards/CIS AWS Foundations Benchmark,The AWS configuration item history captured by AWS Config enables security analysis; resource change tracking; and compliance auditing.,It is recommended to enable AWS Config be enabled in all regions.,https://aws.amazon.com/blogs/mt/aws-config-best-practices/,Logging and Monitoring
,123456789012,us-east-1,2.5,FAIL,Scored,Level 1,[check25] Ensure AWS Config is enabled in all regions (Scored),Region eu-west-3 AWS Config recorder disabled,ens-op.exp.1.aws.cfg.1,Medium,configservice,AwsAccount,Software and Configuration Checks/Industry and Regulatory Standards/CIS AWS Foundations Benchmark,The AWS configuration item history captured by AWS Config enables security analysis; resource change tracking; and compliance auditing.,It is recommended to enable AWS Config be enabled in all regions.,https://aws.amazon.com/blogs/mt/aws-config-best-practices/,Logging and Monitoring
,123456789012,us-east-1,2.5,PASS,Scored,Level 1,[check25] Ensure AWS Config is enabled in all regions (Scored),Region eu-west-2 AWS Config recorder enabled,ens-op.exp.1.aws.cfg.1,Medium,configservice,AwsAccount,Software and Configuration Checks/Industry and Regulatory Standards/CIS AWS Foundations Benchmark,The AWS configuration item history captured by AWS Config enables security analysis; resource change tracking; and compliance auditing.,It is recommended to enable AWS Config be enabled in all regions.,https://aws.amazon.com/blogs/mt/aws-config-best-practices/,Logging and Monitoring
,123456789012,us-east-1,2.5,FAIL,Scored,Level 1,[check25] Ensure AWS Config is enabled in all regions (Scored),Region eu-west-1 AWS Config recorder disabled,ens-op.exp.1.aws.cfg.1,Medium,configservice,AwsAccount,Software and Configuration Checks/Industry and Regulatory Standards/CIS AWS Foundations Benchmark,The AWS configuration item history captured by AWS Config enables security analysis; resource change tracking; and compliance auditing.,It is recommended to enable AWS Config be enabled in all regions.,https://aws.amazon.com/blogs/mt/aws-config-best-practices/,Logging and Monitoring
,123456789012,us-east-1,2.5,FAIL,Scored,Level 1,[check25] Ensure AWS Config is enabled in all regions (Scored),Region ap-northeast-3 AWS Config recorder disabled,ens-op.exp.1.aws.cfg.1,Medium,configservice,AwsAccount,Software and Configuration Checks/Industry and Regulatory Standards/CIS AWS Foundations Benchmark,The AWS configuration item history captured by AWS Config enables security analysis; resource change tracking; and compliance auditing.,It is recommended to enable AWS Config be enabled in all regions.,https://aws.amazon.com/blogs/mt/aws-config-best-practices/,Logging and Monitoring
,123456789012,us-east-1,2.5,FAIL,Scored,Level 1,[check25] Ensure AWS Config is enabled in all regions (Scored),Region ap-northeast-2 AWS Config recorder disabled,ens-op.exp.1.aws.cfg.1,Medium,configservice,AwsAccount,Software and Configuration Checks/Industry and Regulatory Standards/CIS AWS Foundations Benchmark,The AWS configuration item history captured by AWS Config enables security analysis; resource change tracking; and compliance auditing.,It is recommended to enable AWS Config be enabled in all regions.,https://aws.amazon.com/blogs/mt/aws-config-best-practices/,Logging and Monitoring
,123456789012,us-east-1,2.5,FAIL,Scored,Level 1,[check25] Ensure AWS Config is enabled in all regions (Scored),Region ap-northeast-1 AWS Config recorder disabled,ens-op.exp.1.aws.cfg.1,Medium,configservice,AwsAccount,Software and Configuration Checks/Industry and Regulatory Standards/CIS AWS Foundations Benchmark,The AWS configuration item history captured by AWS Config enables security analysis; resource change tracking; and compliance auditing.,It is recommended to enable AWS Config be enabled in all regions.,https://aws.amazon.com/blogs/mt/aws-config-best-practices/,Logging and Monitoring
,123456789012,us-east-1,2.5,FAIL,Scored,Level 1,[check25] Ensure AWS Config is enabled in all regions (Scored),Region sa-east-1 AWS Config recorder disabled,ens-op.exp.1.aws.cfg.1,Medium,configservice,AwsAccount,Software and Configuration Checks/Industry and Regulatory Standards/CIS AWS Foundations Benchmark,The AWS configuration item history captured by AWS Config enables security analysis; resource change tracking; and compliance auditing.,It is recommended to enable AWS Config be enabled in all regions.,https://aws.amazon.com/blogs/mt/aws-config-best-practices/,Logging and Monitoring
,123456789012,us-east-1,2.5,FAIL,Scored,Level 1,[check25] Ensure AWS Config is enabled in all regions (Scored),Region ca-central-1 AWS Config recorder disabled,ens-op.exp.1.aws.cfg.1,Medium,configservice,AwsAccount,Software and Configuration Checks/Industry and Regulatory Standards/CIS AWS Foundations Benchmark,The AWS configuration item history captured by AWS Config enables security analysis; resource change tracking; and compliance auditing.,It is recommended to enable AWS Config be enabled in all regions.,https://aws.amazon.com/blogs/mt/aws-config-best-practices/,Logging and Monitoring
,123456789012,us-east-1,2.5,FAIL,Scored,Level 1,[check25] Ensure AWS Config is enabled in all regions (Scored),Region ap-southeast-1 AWS Config recorder disabled,ens-op.exp.1.aws.cfg.1,Medium,configservice,AwsAccount,Software and Configuration Checks/Industry and Regulatory Standards/CIS AWS Foundations Benchmark,The AWS configuration item history captured by AWS Config enables security analysis; resource change tracking; and compliance auditing.,It is recommended to enable AWS Config be enabled in all regions.,https://aws.amazon.com/blogs/mt/aws-config-best-practices/,Logging and Monitoring
,123456789012,us-east-1,2.5,FAIL,Scored,Level 1,[check25] Ensure AWS Config is enabled in all regions (Scored),Region ap-southeast-2 AWS Config recorder disabled,ens-op.exp.1.aws.cfg.1,Medium,configservice,AwsAccount,Software and Configuration Checks/Industry and Regulatory Standards/CIS AWS Foundations Benchmark,The AWS configuration item history captured by AWS Config enables security analysis; resource change tracking; and compliance auditing.,It is recommended to enable AWS Config be enabled in all regions.,https://aws.amazon.com/blogs/mt/aws-config-best-practices/,Logging and Monitoring
,123456789012,us-east-1,2.5,FAIL,Scored,Level 1,[check25] Ensure AWS Config is enabled in all regions (Scored),Region eu-central-1 AWS Config recorder disabled,ens-op.exp.1.aws.cfg.1,Medium,configservice,AwsAccount,Software and Configuration Checks/Industry and Regulatory Standards/CIS AWS Foundations Benchmark,The AWS configuration item history captured by AWS Config enables security analysis; resource change tracking; and compliance auditing.,It is recommended to enable AWS Config be enabled in all regions.,https://aws.amazon.com/blogs/mt/aws-config-best-practices/,Logging and Monitoring
,123456789012,us-east-1,2.5,FAIL,Scored,Level 1,[check25] Ensure AWS Config is enabled in all regions (Scored),Region us-east-1 AWS Config recorder disabled,ens-op.exp.1.aws.cfg.1,Medium,configservice,AwsAccount,Software and Configuration Checks/Industry and Regulatory Standards/CIS AWS Foundations Benchmark,The AWS configuration item history captured by AWS Config enables security analysis; resource change tracking; and compliance auditing.,It is recommended to enable AWS Config be enabled in all regions.,https://aws.amazon.com/blogs/mt/aws-config-best-practices/,Logging and Monitoring
,123456789012,us-east-1,2.5,FAIL,Scored,Level 1,[check25] Ensure AWS Config is enabled in all regions (Scored),Region us-east-2 AWS Config recorder disabled,ens-op.exp.1.aws.cfg.1,Medium,configservice,AwsAccount,Software and Configuration Checks/Industry and Regulatory Standards/CIS AWS Foundations Benchmark,The AWS configuration item history captured by AWS Config enables security analysis; resource change tracking; and compliance auditing.,It is recommended to enable AWS Config be enabled in all regions.,https://aws.amazon.com/blogs/mt/aws-config-best-practices/,Logging and Monitoring
,123456789012,us-east-1,2.5,FAIL,Scored,Level 1,[check25] Ensure AWS Config is enabled in all regions (Scored),Region us-west-1 AWS Config recorder disabled,ens-op.exp.1.aws.cfg.1,Medium,configservice,AwsAccount,Software and Configuration Checks/Industry and Regulatory Standards/CIS AWS Foundations Benchmark,The AWS configuration item history captured by AWS Config enables security analysis; resource change tracking; and compliance auditing.,It is recommended to enable AWS Config be enabled in all regions.,https://aws.amazon.com/blogs/mt/aws-config-best-practices/,Logging and Monitoring
,123456789012,us-east-1,2.5,FAIL,Scored,Level 1,[check25] Ensure AWS Config is enabled in all regions (Scored),Region us-west-2 AWS Config recorder disabled,ens-op.exp.1.aws.cfg.1,Medium,configservice,AwsAccount,Software and Configuration Checks/Industry and Regulatory Standards/CIS AWS Foundations Benchmark,The AWS configuration item history captured by AWS Config enables security analysis; resource change tracking; and compliance auditing.,It is recommended to enable AWS Config be enabled in all regions.,https://aws.amazon.com/blogs/mt/aws-config-best-practices/,Logging and Monitoring
,123456789012,us-east-1,2.7,FAIL,Scored,Level 2,[check27] Ensure CloudTrail logs are encrypted at rest using KMS CMKs (Scored),Trail arn:aws:cloudtrail:eu-west-2:123456789012:trail/default in eu-west-2 has encryption disabled,ens-op.exp.10.aws.trail.5,Medium,cloudtrail,AwsCloudTrailTrail,Software and Configuration Checks/Industry and Regulatory Standards/CIS AWS Foundations Benchmark,By default; the log files delivered by CloudTrail to your bucket are encrypted by Amazon server-side encryption with Amazon S3-managed encryption keys (SSE-S3). To provide a security layer that is directly manageable; you can instead use server-side encryption with AWS KMS–managed keys (SSE-KMS) for your CloudTrail log files.,This approach has the following advantages: You can create and manage the CMK encryption keys yourself. You can use a single CMK to encrypt and decrypt log files for multiple accounts across all regions. You have control over who can use your key for encrypting and decrypting CloudTrail log files. You can assign permissions for the key to the users. You have enhanced security.,https://docs.aws.amazon.com/awscloudtrail/latest/userguide/encrypting-cloudtrail-log-files-with-aws-kms.html,Logging and Monitoring
,123456789012,us-east-1,2.8,INFO,Scored,Level 2,[check28] Ensure rotation for customer created KMS CMKs is enabled (Scored),eu-north-1: This region has no KMS keys,Software and Configuration Checks,Medium,kms,AwsKmsKey,Software and Configuration Checks/Industry and Regulatory Standards/CIS AWS Foundations Benchmark,Cryptographic best practices discourage extensive reuse of encryption keys. Consequently; Customer Master Keys (CMKs) should be rotated to prevent usage of compromised keys.,For every KMS Customer Master Keys (CMKs); ensure that Rotate this key every year is enabled.,https://docs.aws.amazon.com/kms/latest/developerguide/rotate-keys.html,Data Protection
,123456789012,us-east-1,2.8,INFO,Scored,Level 2,[check28] Ensure rotation for customer created KMS CMKs is enabled (Scored),ap-south-1: This region has no customer managed keys,Software and Configuration Checks,Medium,kms,AwsKmsKey,Software and Configuration Checks/Industry and Regulatory Standards/CIS AWS Foundations Benchmark,Cryptographic best practices discourage extensive reuse of encryption keys. Consequently; Customer Master Keys (CMKs) should be rotated to prevent usage of compromised keys.,For every KMS Customer Master Keys (CMKs); ensure that Rotate this key every year is enabled.,https://docs.aws.amazon.com/kms/latest/developerguide/rotate-keys.html,Data Protection
