IP,Hostname,Port,Port Protocol,CVSS,Severity,QoD,Solution Type,NVT Name,Summary,Specific Result,NVT OID,CVEs,Task ID,Task Name,Timestamp,Result ID,Impact,Solution,Affected Software/OS,Vulnerability Insight,Vulnerability Detection Method,Product Detection Result,BIDs,CERTs,Other References
45.33.32.156,,,,9.8,High,75,"","CVE-2017-7679","The host carries the product: cpe:/a:apache:http_server:2.4.7
It is vulnerable according to: CVE-2017-7679.
The product was found at: 80/tcp.

In Apache httpd 2.2.x before 2.2.33 and 2.4.x before 2.4.26, mod_mime can read one byte past the end of a buffer when sending a malicious Content-Type response header.","The host carries the product: cpe:/a:apache:http_server:2.4.7
It is vulnerable according to: CVE-2017-7679.
The product was found at: 80/tcp.

In Apache httpd 2.2.x before 2.2.33 and 2.4.x before 2.4.26, mod_mime can read one byte past the end of a buffer when sending a malicious Content-Type response header.",CVE-2017-7679,"",66a054bf-8424-41e2-be14-728528d3a626,"Scan Suspect Host 45.33.32.156",2024-03-18T21:29:42Z,7f021953-9581-43ca-95ed-65468a09a548,"","","","","
Details:
CVE-2017-7679
(OID: CVE-2017-7679)
Version used: 2023-11-07T02:50:00Z
","Product: cpe:/a:apache:http_server:2.4.7
Method: CVE-2017-7679
(OID: CVE-2017-7679)
","","",""
45.33.32.156,,,,9.1,High,75,"","CVE-2017-9788","The host carries the product: cpe:/a:apache:http_server:2.4.7
It is vulnerable according to: CVE-2017-9788.
The product was found at: 80/tcp.

In Apache httpd before 2.2.34 and 2.4.x before 2.4.27, the value placeholder in [Proxy-]Authorization headers of type 'Digest' was not initialized or reset before or between successive key=value assignments by mod_auth_digest. Providing an initial key with no '=' assignment could reflect the stale value of uninitialized pool memory used by the prior request, leading to leakage of potentially confidential information, and a segfault in other cases resulting in denial of service.","The host carries the product: cpe:/a:apache:http_server:2.4.7
It is vulnerable according to: CVE-2017-9788.
The product was found at: 80/tcp.

In Apache httpd before 2.2.34 and 2.4.x before 2.4.27, the value placeholder in [Proxy-]Authorization headers of type 'Digest' was not initialized or reset before or between successive key=value assignments by mod_auth_digest. Providing an initial key with no '=' assignment could reflect the stale value of uninitialized pool memory used by the prior request, leading to leakage of potentially confidential information, and a segfault in other cases resulting in denial of service.",CVE-2017-9788,"",66a054bf-8424-41e2-be14-728528d3a626,"Scan Suspect Host 45.33.32.156",2024-03-18T21:29:42Z,de67faac-6255-4d0c-b69a-0873cac63188,"","","","","
Details:
CVE-2017-9788
(OID: CVE-2017-9788)
Version used: 2023-11-07T02:50:00Z
","Product: cpe:/a:apache:http_server:2.4.7
Method: CVE-2017-9788
(OID: CVE-2017-9788)
","","",""
45.33.32.156,,,,7.5,High,75,"","CVE-2017-9798","The host carries the product: cpe:/a:apache:http_server:2.4.7
It is vulnerable according to: CVE-2017-9798.
The product was found at: 80/tcp.

Apache httpd allows remote attackers to read secret data from process memory if the Limit directive can be set in a user's .htaccess file, or if httpd.conf has certain misconfigurations, aka Optionsbleed. This affects the Apache HTTP Server through 2.2.34 and 2.4.x through 2.4.27. The attacker sends an unauthenticated OPTIONS HTTP request when attempting to read secret data. This is a use-after-free issue and thus secret data is not always sent, and the specific data depends on many factors including configuration. Exploitation with .htaccess can be blocked with a patch to the ap_limit_section function in server/core.c.","The host carries the product: cpe:/a:apache:http_server:2.4.7
It is vulnerable according to: CVE-2017-9798.
The product was found at: 80/tcp.

Apache httpd allows remote attackers to read secret data from process memory if the Limit directive can be set in a user's .htaccess file, or if httpd.conf has certain misconfigurations, aka Optionsbleed. This affects the Apache HTTP Server through 2.2.34 and 2.4.x through 2.4.27. The attacker sends an unauthenticated OPTIONS HTTP request when attempting to read secret data. This is a use-after-free issue and thus secret data is not always sent, and the specific data depends on many factors including configuration. Exploitation with .htaccess can be blocked with a patch to the ap_limit_section function in server/core.c.",CVE-2017-9798,"",66a054bf-8424-41e2-be14-728528d3a626,"Scan Suspect Host 45.33.32.156",2024-03-18T21:29:42Z,330baf90-1914-4a2f-be91-f5eca924fab9,"","","","","
Details:
CVE-2017-9798
(OID: CVE-2017-9798)
Version used: 2023-11-07T02:50:00Z
","Product: cpe:/a:apache:http_server:2.4.7
Method: CVE-2017-9798
(OID: CVE-2017-9798)
","","",""
45.33.32.156,,,,9.8,High,75,"","CVE-2017-3167","The host carries the product: cpe:/a:apache:http_server:2.4.7
It is vulnerable according to: CVE-2017-3167.
The product was found at: 80/tcp.

In Apache httpd 2.2.x before 2.2.33 and 2.4.x before 2.4.26, use of the ap_get_basic_auth_pw() by third-party modules outside of the authentication phase may lead to authentication requirements being bypassed.","The host carries the product: cpe:/a:apache:http_server:2.4.7
It is vulnerable according to: CVE-2017-3167.
The product was found at: 80/tcp.

In Apache httpd 2.2.x before 2.2.33 and 2.4.x before 2.4.26, use of the ap_get_basic_auth_pw() by third-party modules outside of the authentication phase may lead to authentication requirements being bypassed.",CVE-2017-3167,"",66a054bf-8424-41e2-be14-728528d3a626,"Scan Suspect Host 45.33.32.156",2024-03-18T21:29:42Z,c0cb8c46-1209-4a32-ac13-04220c0fc996,"","","","","
Details:
CVE-2017-3167
(OID: CVE-2017-3167)
Version used: 2023-11-07T02:44:00Z
","Product: cpe:/a:apache:http_server:2.4.7
Method: CVE-2017-3167
(OID: CVE-2017-3167)
","","",""
45.33.32.156,,,,8.1,High,75,"","CVE-2017-15715","The host carries the product: cpe:/a:apache:http_server:2.4.7
It is vulnerable according to: CVE-2017-15715.
The product was found at: 80/tcp.

In Apache httpd 2.4.0 to 2.4.29, the expression specified in &amp;lt;FilesMatch&amp;gt; could match '$' to a newline character in a malicious filename, rather than matching only the end of the filename. This could be exploited in environments where uploads of some files are are externally blocked, but only by matching the trailing portion of the filename.","The host carries the product: cpe:/a:apache:http_server:2.4.7
It is vulnerable according to: CVE-2017-15715.
The product was found at: 80/tcp.

In Apache httpd 2.4.0 to 2.4.29, the expression specified in &amp;lt;FilesMatch&amp;gt; could match '$' to a newline character in a malicious filename, rather than matching only the end of the filename. This could be exploited in environments where uploads of some files are are externally blocked, but only by matching the trailing portion of the filename.",CVE-2017-15715,"",66a054bf-8424-41e2-be14-728528d3a626,"Scan Suspect Host 45.33.32.156",2024-03-18T21:29:42Z,39403c47-8321-4a61-9fb8-24bd2145b4cd,"","","","","
Details:
CVE-2017-15715
(OID: CVE-2017-15715)
Version used: 2023-11-07T02:40:00Z
","Product: cpe:/a:apache:http_server:2.4.7
Method: CVE-2017-15715
(OID: CVE-2017-15715)
","","",""
45.33.32.156,,,,7.5,High,75,"","CVE-2016-8743","The host carries the product: cpe:/a:apache:http_server:2.4.7
It is vulnerable according to: CVE-2016-8743.
The product was found at: 80/tcp.

Apache HTTP Server, in all releases prior to 2.2.32 and 2.4.25, was liberal in the whitespace accepted from requests and sent in response lines and headers. Accepting these different behaviors represented a security concern when httpd participates in any chain of proxies or interacts with back-end application servers, either through mod_proxy or using conventional CGI mechanisms, and may result in request smuggling, response splitting and cache pollution.","The host carries the product: cpe:/a:apache:http_server:2.4.7
It is vulnerable according to: CVE-2016-8743.
The product was found at: 80/tcp.

Apache HTTP Server, in all releases prior to 2.2.32 and 2.4.25, was liberal in the whitespace accepted from requests and sent in response lines and headers. Accepting these different behaviors represented a security concern when httpd participates in any chain of proxies or interacts with back-end application servers, either through mod_proxy or using conventional CGI mechanisms, and may result in request smuggling, response splitting and cache pollution.",CVE-2016-8743,"",66a054bf-8424-41e2-be14-728528d3a626,"Scan Suspect Host 45.33.32.156",2024-03-18T21:29:42Z,ff5b339b-6170-403a-b71a-acae26f0226e,"","","","","
Details:
CVE-2016-8743
(OID: CVE-2016-8743)
Version used: 2023-11-07T02:36:00Z
","Product: cpe:/a:apache:http_server:2.4.7
Method: CVE-2016-8743
(OID: CVE-2016-8743)
","","",""
45.33.32.156,,,,8.1,High,75,"","CVE-2016-5387","The host carries the product: cpe:/a:apache:http_server:2.4.7
It is vulnerable according to: CVE-2016-5387.
The product was found at: 80/tcp.

The Apache HTTP Server through 2.4.23 follows RFC 3875 section 4.1.18 and therefore does not protect applications from the presence of untrusted client data in the HTTP_PROXY environment variable, which might allow remote attackers to redirect an application's outbound HTTP traffic to an arbitrary proxy server via a crafted Proxy header in an HTTP request, aka an ""httpoxy"" issue.  NOTE: the vendor states ""This mitigation has been assigned the identifier CVE-2016-5387""; in other words, this is not a CVE ID for a vulnerability.","The host carries the product: cpe:/a:apache:http_server:2.4.7
It is vulnerable according to: CVE-2016-5387.
The product was found at: 80/tcp.

The Apache HTTP Server through 2.4.23 follows RFC 3875 section 4.1.18 and therefore does not protect applications from the presence of untrusted client data in the HTTP_PROXY environment variable, which might allow remote attackers to redirect an application's outbound HTTP traffic to an arbitrary proxy server via a crafted Proxy header in an HTTP request, aka an ""httpoxy"" issue.  NOTE: the vendor states ""This mitigation has been assigned the identifier CVE-2016-5387""; in other words, this is not a CVE ID for a vulnerability.",CVE-2016-5387,"",66a054bf-8424-41e2-be14-728528d3a626,"Scan Suspect Host 45.33.32.156",2024-03-18T21:29:42Z,0a1347e2-27b1-46d6-9c1a-9601c3459709,"","","","","
Details:
CVE-2016-5387
(OID: CVE-2016-5387)
Version used: 2023-11-07T02:33:00Z
","Product: cpe:/a:apache:http_server:2.4.7
Method: CVE-2016-5387
(OID: CVE-2016-5387)
","","",""
45.33.32.156,,,,6.1,Medium,75,"","CVE-2016-4975","The host carries the product: cpe:/a:apache:http_server:2.4.7
It is vulnerable according to: CVE-2016-4975.
The product was found at: 80/tcp.

Possible CRLF injection allowing HTTP response splitting attacks for sites which use mod_userdir. This issue was mitigated by changes made in 2.4.25 and 2.2.32 which prohibit CR or LF injection into the ""Location"" or other outbound header key or value. Fixed in Apache HTTP Server 2.4.25 (Affected 2.4.1-2.4.23). Fixed in Apache HTTP Server 2.2.32 (Affected 2.2.0-2.2.31).","The host carries the product: cpe:/a:apache:http_server:2.4.7
It is vulnerable according to: CVE-2016-4975.
The product was found at: 80/tcp.

Possible CRLF injection allowing HTTP response splitting attacks for sites which use mod_userdir. This issue was mitigated by changes made in 2.4.25 and 2.2.32 which prohibit CR or LF injection into the ""Location"" or other outbound header key or value. Fixed in Apache HTTP Server 2.4.25 (Affected 2.4.1-2.4.23). Fixed in Apache HTTP Server 2.2.32 (Affected 2.2.0-2.2.31).",CVE-2016-4975,"",66a054bf-8424-41e2-be14-728528d3a626,"Scan Suspect Host 45.33.32.156",2024-03-18T21:29:42Z,d2db2ae7-4e3b-4b06-8812-8ffce3687f54,"","","","","
Details:
CVE-2016-4975
(OID: CVE-2016-4975)
Version used: 2023-11-07T02:32:00Z
","Product: cpe:/a:apache:http_server:2.4.7
Method: CVE-2016-4975
(OID: CVE-2016-4975)
","","",""
45.33.32.156,,,,7.5,High,75,"","CVE-2016-2161","The host carries the product: cpe:/a:apache:http_server:2.4.7
It is vulnerable according to: CVE-2016-2161.
The product was found at: 80/tcp.

In Apache HTTP Server versions 2.4.0 to 2.4.23, malicious input to mod_auth_digest can cause the server to crash, and each instance continues to crash even for subsequently valid requests.","The host carries the product: cpe:/a:apache:http_server:2.4.7
It is vulnerable according to: CVE-2016-2161.
The product was found at: 80/tcp.

In Apache HTTP Server versions 2.4.0 to 2.4.23, malicious input to mod_auth_digest can cause the server to crash, and each instance continues to crash even for subsequently valid requests.",CVE-2016-2161,"",66a054bf-8424-41e2-be14-728528d3a626,"Scan Suspect Host 45.33.32.156",2024-03-18T21:29:42Z,bf305963-c92b-47c0-a59d-c11a82fd7dae,"","","","","
Details:
CVE-2016-2161
(OID: CVE-2016-2161)
Version used: 2023-11-07T02:31:00Z
","Product: cpe:/a:apache:http_server:2.4.7
Method: CVE-2016-2161
(OID: CVE-2016-2161)
","","",""
45.33.32.156,,,,7.5,High,75,"","CVE-2016-0736","The host carries the product: cpe:/a:apache:http_server:2.4.7
It is vulnerable according to: CVE-2016-0736.
The product was found at: 80/tcp.

In Apache HTTP Server versions 2.4.0 to 2.4.23, mod_session_crypto was encrypting its data/cookie using the configured ciphers with possibly either CBC or ECB modes of operation (AES256-CBC by default), hence no selectable or builtin authenticated encryption. This made it vulnerable to padding oracle attacks, particularly with CBC.","The host carries the product: cpe:/a:apache:http_server:2.4.7
It is vulnerable according to: CVE-2016-0736.
The product was found at: 80/tcp.

In Apache HTTP Server versions 2.4.0 to 2.4.23, mod_session_crypto was encrypting its data/cookie using the configured ciphers with possibly either CBC or ECB modes of operation (AES256-CBC by default), hence no selectable or builtin authenticated encryption. This made it vulnerable to padding oracle attacks, particularly with CBC.",CVE-2016-0736,"",66a054bf-8424-41e2-be14-728528d3a626,"Scan Suspect Host 45.33.32.156",2024-03-18T21:29:42Z,27d3b6bd-e3d1-4933-b185-5ad927c63fd7,"","","","","
Details:
CVE-2016-0736
(OID: CVE-2016-0736)
Version used: 2023-11-07T02:29:00Z
","Product: cpe:/a:apache:http_server:2.4.7
Method: CVE-2016-0736
(OID: CVE-2016-0736)
","","",""
45.33.32.156,,,,7.3,High,75,"","CVE-2020-35452","The host carries the product: cpe:/a:apache:http_server:2.4.7
It is vulnerable according to: CVE-2020-35452.
The product was found at: 80/tcp.

Apache HTTP Server versions 2.4.0 to 2.4.46 A specially crafted Digest nonce can cause a stack overflow in mod_auth_digest. There is no report of this overflow being exploitable, nor the Apache HTTP Server team could create one, though some particular compiler and/or compilation option might make it possible, with limited consequences anyway due to the size (a single byte) and the value (zero byte) of the overflow","The host carries the product: cpe:/a:apache:http_server:2.4.7
It is vulnerable according to: CVE-2020-35452.
The product was found at: 80/tcp.

Apache HTTP Server versions 2.4.0 to 2.4.46 A specially crafted Digest nonce can cause a stack overflow in mod_auth_digest. There is no report of this overflow being exploitable, nor the Apache HTTP Server team could create one, though some particular compiler and/or compilation option might make it possible, with limited consequences anyway due to the size (a single byte) and the value (zero byte) of the overflow",CVE-2020-35452,"",66a054bf-8424-41e2-be14-728528d3a626,"Scan Suspect Host 45.33.32.156",2024-03-18T21:29:42Z,d9d85f74-c41f-44b0-bf99-439051a15072,"","","","","
Details:
CVE-2020-35452
(OID: CVE-2020-35452)
Version used: 2023-11-07T03:21:00Z
","Product: cpe:/a:apache:http_server:2.4.7
Method: CVE-2020-35452
(OID: CVE-2020-35452)
","","",""
45.33.32.156,,,,6.1,Medium,75,"","CVE-2020-1927","The host carries the product: cpe:/a:apache:http_server:2.4.7
It is vulnerable according to: CVE-2020-1927.
The product was found at: 80/tcp.

In Apache HTTP Server 2.4.0 to 2.4.41, redirects configured with mod_rewrite that were intended to be self-referential might be fooled by encoded newlines and redirect instead to an an unexpected URL within the request URL.","The host carries the product: cpe:/a:apache:http_server:2.4.7
It is vulnerable according to: CVE-2020-1927.
The product was found at: 80/tcp.

In Apache HTTP Server 2.4.0 to 2.4.41, redirects configured with mod_rewrite that were intended to be self-referential might be fooled by encoded newlines and redirect instead to an an unexpected URL within the request URL.",CVE-2020-1927,"",66a054bf-8424-41e2-be14-728528d3a626,"Scan Suspect Host 45.33.32.156",2024-03-18T21:29:42Z,0ed26d3d-56d1-4022-88ca-3dc576c3a14c,"","","","","
Details:
CVE-2020-1927
(OID: CVE-2020-1927)
Version used: 2023-11-07T03:19:00Z
","Product: cpe:/a:apache:http_server:2.4.7
Method: CVE-2020-1927
(OID: CVE-2020-1927)
","","",""
