age_in_days;asset.display_fqdn;asset.display_ipv4_address;asset.display_ipv6_address;asset.display_mac_address;asset.host_name;asset.id;asset.name;asset.netbios_name;asset.network.id;asset.network.name;asset.operating_system;asset.system_type;asset.tags;asset_inventory;default_account;definition.bugtraq;definition.cpe;definition.cve;definition.cvss2.base_score;definition.cvss2.base_vector;definition.cvss2.temporal_score;definition.cvss2.temporal_vector;definition.cvss3.base_score;definition.cvss3.base_vector;definition.cvss3.temporal_score;definition.cvss3.temporal_vector;definition.cwe;;definition.exploitability_ease;definition.exploited_by_malware;definition.exploited_by_nessus;definition.family;definition.iava;definition.iavb;definition.iavm;definition.iavt;definition.id;definition.in_the_news;definition.malware;definition.name;definition.patch_published;definition.plugin_published;definition.plugin_updated;definition.plugin_version;definition.references;definition.see_also;definition.severity;definition.solution;definition.stig_severity;definition.synopsis;definition.type;definition.unsupported_by_vendor;definition.vpr.drivers_age_of_vulns_high;definition.vpr.drivers_age_of_vulns_low;definition.vpr.drivers_cvss3_impact_score;definition.vpr.drivers_exploit_code_maturity;definition.vpr.drivers_product_coverage;definition.vpr.drivers_threat_intensity;definition.vpr.drivers_threat_recency_high;definition.vpr.drivers_threat_recency_low;definition.vpr.drivers_threat_sources;definition.vpr.score;definition.vulnerability_published;first_observed;id;last_seen;output;port;protocol;recast_reason;risk_modified;scan.id;severity;state
233;Blah29;10.0.0.29;;00:c0:b7:4f:30:15;Blah29;d24e0c4e-bf14-4cbc-a5ed-6415ea085a93;Blah29;;00000000-0000-0000-0000-000000000000;Default;APC UPS Management Card;embedded;"[{""category"":""Office"",""value"":""Eindhoven""}]";;;1499;cpe:/a:microsoft:iis;CVE-2000-0649;2.6;CVSS2#AV:N/AC:H/Au:N/C:P/I:N/A:N;2.0;CVSS2#E:POC/RL:OF/RC:C;3.1;CVSS:3.0/AV:N/AC:H/PR:N/UI:R/S:U/C:L/I:N/A:N;2.8;CVSS:3.0/E:P/RL:O/RC:C;200;"This may expose internal IP addresses that are usually hidden or masked behind a Network Address Translation (NAT) Firewall or proxy server. 

There is a known issue with Microsoft IIS 4.0 doing this in its default configuration. This may also affect other web servers, web applications, web proxies, load balancers and through a variety of misconfigurations related to redirection.";AVAILABLE;FALSE;FALSE;Web Servers;;;;;10759;FALSE;FALSE;Web Server HTTP Header Internal IP Disclosure;;2001-09-14T00:00:00Z;2022-12-30T00:00:00Z;1.63;BUGTRAQ=[1499], CVE=[CVE-2000-0649], CWE=[200];http://www.nessus.org/u?fe24f941, http://www.nessus.org/u?4eedfe2d, http://www.nessus.org/u?8e23582e;Low;Apply configuration suggested by vendor.;;This web server leaks a private IP address through its HTTP headers.;REMOTE;FALSE;;731;1.4;PROOF_OF_CONCEPT;LOW;VERY_LOW;;;No recorded events;2.2;2000-07-13T00:00:00Z;2022-11-21T14:31:30.330Z;03623962-ff30-4613-8e23-1d3b5705f01d;2023-07-10T12:58:08.592Z;"'
Nessus was able to exploit the issue using the following request :

GET / HTTP/1.0
Accept-Charset: iso-8859-1,utf-8;q=0.9,*;q=0.1
Accept-Language: en
Connection: Close
User-Agent: Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0)
Pragma: no-cache
Accept: image/gif, image/x-xbitmap, image/jpeg, image/pjpeg, image/png, */*




This produced the following truncated output (limited to 10 lines) :
------------------------------ snip ------------------------------
Location: http:///home.htm
Content-Length: 0
WebServer:
X-RBT-SCAR: 10.70.254.12:1392385484:1000


------------------------------ snip ------------------------------
";80;TCP;;NONE;06f8d74d-94b0-4a80-b581-fc3c273cc695;Low;RESURFACED
368;Blah30;10.0.0.30;;;Blah30;61dcb782-503f-4f53-8b9c-ed04677ce831;Blah30;;00000000-0000-0000-0000-000000000000;Default;F5 Networks BIG-IP;load-balancer;"[{""category"":""Data_Centers"",""value"":""EMEA: Data Center 1""}]";;;;;;2.6;CVSS2#AV:N/AC:H/Au:N/C:P/I:N/A:N;;;3.7;CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:L/I:N/A:N;;;;"The remote SSH server is configured to allow key exchange algorithms which are considered weak.

This is based on the IETF draft document Key Exchange (KEX) Method Updates and Recommendations for Secure Shell (SSH) draft-ietf-curdle-ssh-kex-sha2-20. Section 4 lists guidance on key exchange algorithms that SHOULD NOT and MUST NOT be enabled. This includes:

  diffie-hellman-group-exchange-sha1

  diffie-hellman-group1-sha1

  gss-gex-sha1-*

  gss-group1-sha1-*

  gss-group14-sha1-*

  rsa1024-sha1

Note that this plugin only checks for the options of the SSH server, and it does not check for vulnerable software versions.";;FALSE;FALSE;Misc.;;;;;153953;FALSE;FALSE;SSH Weak Key Exchange Algorithms Enabled;;2021-10-13T00:00:00Z;2021-10-13T00:00:00Z;1.2;;http://www.nessus.org/u?b02d91cd, https://datatracker.ietf.org/doc/html/rfc8732;Low;Contact the vendor or consult product documentation to disable the weak algorithms.;;The remote SSH server is configured to allow weak key exchange algorithms.;REMOTE;FALSE;;;;;;;;;;;;2022-07-10T00:26:58.483Z;0387704e-9db5-49a5-bca7-29f82a33fda1;2023-07-08T23:31:06.370Z;"'
The following weak key exchange algorithms are enabled : 

  diffie-hellman-group-exchange-sha1
";22;TCP;;NONE;4e68d1bf-9631-41b9-b2f6-c6d6f294d6c0;Low;RESURFACED
256;Blah31;10.0.0.31;;02:42:4c:bc:f4:e0;Blah31;6fe1a5bf-6e10-47db-980a-736c3147c882;Blah31;;00000000-0000-0000-0000-000000000000;Default;CentOS Linux 7 (Core);general-purpose;"[{""category"":""Compute"",""value"":""compute-onprem""},{""category"":""Data_Centers"",""value"":""EMEA: Data Center 1""}]";;;32319;;CVE-2008-5161;2.6;CVSS2#AV:N/AC:H/Au:N/C:P/I:N/A:N;1.9;CVSS2#E:U/RL:OF/RC:C;;;;;200;"The SSH server is configured to support Cipher Block Chaining (CBC) encryption.  This may allow an attacker to recover the plaintext message from the ciphertext. 

Note that this plugin only checks for the options of the SSH server and does not check for vulnerable software versions.";NOT_AVAILABLE;FALSE;FALSE;Misc.;;;;;70658;FALSE;FALSE;SSH Server CBC Mode Ciphers Enabled;;2013-10-28T00:00:00Z;2018-07-30T00:00:00Z;1.4;BUGTRAQ=[32319], CERT=[958563], CVE=[CVE-2008-5161], CWE=[200];;Low;Contact the vendor or consult product documentation to disable CBC mode cipher encryption, and enable CTR or GCM cipher mode encryption.;;The SSH server is configured to use Cipher Block Chaining.;REMOTE;FALSE;;731;2.5;UNPROVEN;HIGH;VERY_LOW;;;No recorded events;2.5;2008-11-24T00:00:00Z;2022-10-30T00:55:33.372Z;03962905-71a0-4c1b-acac-ed38fc9b9f8c;2023-07-08T23:42:25.583Z;"'
The following client-to-server Cipher Block Chaining (CBC) algorithms
are supported : 

  3des-cbc
  aes128-cbc
  aes192-cbc
  aes256-cbc
  blowfish-cbc
  cast128-cbc

The following server-to-client Cipher Block Chaining (CBC) algorithms
are supported : 

  3des-cbc
  aes128-cbc
  aes192-cbc
  aes256-cbc
  blowfish-cbc
  cast128-cbc
";22;TCP;;NONE;4e68d1bf-9631-41b9-b2f6-c6d6f294d6c0;Low;RESURFACED
174;Blah32;10.0.0.32;fe80:0:0:0:c82f:287d:74eb:6a6c;00:15:5d:43:ac:03;Blah32;8a2f61cb-1036-4217-9f77-74193b63b798;Blah32;;00000000-0000-0000-0000-000000000000;Default;Microsoft Windows 10 Enterprise 10.0.19045;general-purpose;"[{""category"":""Endpoints"",""value"":""all""},{""category"":""Endpoints"",""value"":""Windows""}]";;;;cpe:/a:oracle:vm_virtualbox;CVE-2023-21885;1.7;CVSS2#AV:L/AC:L/Au:S/C:P/I:N/A:N;1.3;CVSS2#E:U/RL:OF/RC:C;3.8;CVSS:3.0/AV:L/AC:L/PR:L/UI:N/S:C/C:L/I:N/A:N;3.3;CVSS:3.0/E:U/RL:O/RC:C;;"The version of VirtualBox installed on the remote host is prior to 6.1.42 or prior to 7.0.6. It is, therefore, affected by an improper authorization vulnerability as referenced in the Jan 2023 CPU advisory:

  - Vulnerability in the Oracle VM VirtualBox product of Oracle Virtualization (component: Core). Supported     versions that are affected are prior to 6.1.42 and prior to 7.0.6. Easily exploitable vulnerability allows     low privileged attacker with logon to the infrastructure where Oracle VM VirtualBox executes to compromise     Oracle VM VirtualBox. While the vulnerability is in Oracle VM VirtualBox, attacks may significantly impact     additional products (scope change). Successful attacks of this vulnerability can result in unauthorized     read access to a subset of Oracle VM VirtualBox accessible data. Note: Applies to Windows only.
    (CVE-2023-21885)

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version number.";NOT_AVAILABLE;FALSE;FALSE;Windows;2023-A-0045-S;;I;;170137;FALSE;FALSE;Oracle VM VirtualBox Improper Authorization Windows (Jan 2023 CPU);2023-01-17T00:00:00Z;2023-01-18T00:00:00Z;2023-04-20T00:00:00Z;1.3;CVE=[CVE-2023-21885], IAVA=[2023-A-0045-S];https://www.oracle.com/docs/tech/security-alerts/cpujan2023cvrf.xml, https://www.oracle.com/security-alerts/cpujan2023.html;Low;Apply the appropriate patch according to the Jan 2023 Oracle Critical Patch Update advisory.;I;The remote host is affected by an improper authorization vulnerability;LOCAL;FALSE;180;61;1.4;UNPROVEN;LOW;VERY_LOW;;;No recorded events;1.6;2023-01-17T00:00:00Z;2023-01-20T05:18:28.312Z;039931fa-d350-4548-a9f8-620790404715;2023-06-30T04:32:07.845Z;"'
  Path              : C:\Program Files\Oracle\VirtualBox\
  Installed version : 6.1.36.152435
  Fixed version     : 6.1.42
";445;TCP;;NONE;05ca3ea9-9219-48f4-99e4-e0617d91436a;Low;RESURFACED
133;Blah33;10.0.0.33;2003:f1:c72e:3600:2669:d0fe:b9c7:c9be;02:42:40:38:ff:d5;Blah33;a1be8aa5-65e9-4d00-993a-3bde60944168;Blah33;;00000000-0000-0000-0000-000000000000;Default;Ubuntu 18.04.6 LTS (Bionic Beaver);general-purpose;"[{""category"":""Endpoints"",""value"":""all""},{""category"":""Endpoints"",""value"":""Linux""}]";;;;cpe:/o:canonical:ubuntu_linux:18.04:-:lts, cpe:/o:canonical:ubuntu_linux:20.04:-:lts, p-cpe:/a:canonical:ubuntu_linux:openjdk-11-jdk, p-cpe:/a:canonical:ubuntu_linux:openjdk-11-jre, p-cpe:/a:canonical:ubuntu_linux:openjdk-11-jre-headless, p-cpe:/a:canonical:ubuntu_linux:openjdk-11-jre-zero, p-cpe:/a:canonical:ubuntu_linux:openjdk-11-jdk-headless, p-cpe:/a:canonical:ubuntu_linux:openjdk-11-demo, p-cpe:/a:canonical:ubuntu_linux:openjdk-11-source, p-cpe:/a:canonical:ubuntu_linux:openjdk-17-demo, p-cpe:/a:canonical:ubuntu_linux:openjdk-17-jdk, p-cpe:/a:canonical:ubuntu_linux:openjdk-17-jdk-headless, p-cpe:/a:canonical:ubuntu_linux:openjdk-17-jre, p-cpe:/a:canonical:ubuntu_linux:openjdk-17-jre-headless, p-cpe:/a:canonical:ubuntu_linux:openjdk-17-jre-zero, p-cpe:/a:canonical:ubuntu_linux:openjdk-17-source, cpe:/o:canonical:ubuntu_linux:22.04:-:lts, cpe:/o:canonical:ubuntu_linux:22.10, p-cpe:/a:canonical:ubuntu_linux:openjdk-19-demo, p-cpe:/a:canonical:ubuntu_linux:openjdk-19-jdk, p-cpe:/a:canonical:ubuntu_linux:openjdk-19-jdk-headless, p-cpe:/a:canonical:ubuntu_linux:openjdk-19-jre, p-cpe:/a:canonical:ubuntu_linux:openjdk-19-jre-headless, p-cpe:/a:canonical:ubuntu_linux:openjdk-19-jre-zero, p-cpe:/a:canonical:ubuntu_linux:openjdk-19-source;CVE-2023-21835, CVE-2023-21843;2.6;CVSS2#AV:N/AC:H/Au:N/C:N/I:P/A:N;1.9;CVSS2#E:U/RL:OF/RC:C;3.7;CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:L/A:N;3.2;CVSS:3.0/E:U/RL:O/RC:C;;"The remote Ubuntu 18.04 LTS / 20.04 LTS / 22.04 LTS / 22.10 host has packages installed that are affected by multiple vulnerabilities as referenced in the USN-5897-1 advisory.

  - Vulnerability in the Oracle Java SE, Oracle GraalVM Enterprise Edition product of Oracle Java SE     (component: JSSE). Supported versions that are affected are Oracle Java SE: 11.0.17, 17.0.5, 19.0.1;
    Oracle GraalVM Enterprise Edition: 20.3.8, 21.3.4 and 22.3.0. Easily exploitable vulnerability allows     unauthenticated attacker with network access via DTLS to compromise Oracle Java SE, Oracle GraalVM     Enterprise Edition. Successful attacks of this vulnerability can result in unauthorized ability to cause a     partial denial of service (partial DOS) of Oracle Java SE, Oracle GraalVM Enterprise Edition. Note: This     vulnerability applies to Java deployments, typically in clients running sandboxed Java Web Start     applications or sandboxed Java applets, that load and run untrusted code (e.g., code that comes from the     internet) and rely on the Java sandbox for security. This vulnerability does not apply to Java     deployments, typically in servers, that load and run only trusted code (e.g., code installed by an     administrator). (CVE-2023-21835)

  - Vulnerability in the Oracle Java SE, Oracle GraalVM Enterprise Edition product of Oracle Java SE     (component: Sound). Supported versions that are affected are Oracle Java SE: 8u351, 8u351-perf, 11.0.17,     17.0.5, 19.0.1; Oracle GraalVM Enterprise Edition: 20.3.8, 21.3.4 and 22.3.0. Difficult to exploit     vulnerability allows unauthenticated attacker with network access via multiple protocols to compromise     Oracle Java SE, Oracle GraalVM Enterprise Edition. Successful attacks of this vulnerability can result in     unauthorized update, insert or delete access to some of Oracle Java SE, Oracle GraalVM Enterprise Edition     accessible data. Note: This vulnerability applies to Java deployments, typically in clients running     sandboxed Java Web Start applications or sandboxed Java applets, that load and run untrusted code (e.g.,     code that comes from the internet) and rely on the Java sandbox for security. This vulnerability does not     apply to Java deployments, typically in servers, that load and run only trusted code (e.g., code installed     by an administrator). (CVE-2023-21843)

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version number.";NOT_AVAILABLE;FALSE;FALSE;Ubuntu Local Security Checks;;;;;171969;FALSE;FALSE;Ubuntu 18.04 LTS / 20.04 LTS / 22.04 LTS / 22.10 : OpenJDK vulnerabilities (USN-5897-1);2023-02-28T00:00:00Z;2023-02-28T00:00:00Z;2023-02-28T00:00:00Z;1.0;CVE=[CVE-2023-21835, CVE-2023-21843], USN=[5897-1];https://ubuntu.com/security/notices/USN-5897-1;Low;Update the affected packages.;;The remote Ubuntu host is missing one or more security updates.;LOCAL;FALSE;180;61;1.4;UNPROVEN;MEDIUM;VERY_LOW;;;No recorded events;1.4;2023-01-17T00:00:00Z;2023-03-01T08:45:46.777Z;03db6a06-9f53-4829-8fe1-b79ad27fc934;2023-07-13T07:12:41.339Z;"'
  - Installed package : openjdk-11-jdk_11.0.16+8-0ubuntu1~18.04
    Fixed package     : openjdk-11-jdk_11.0.18+10-0ubuntu1~18.04.1

  - Installed package : openjdk-11-jdk-headless_11.0.16+8-0ubuntu1~18.04
    Fixed package     : openjdk-11-jdk-headless_11.0.18+10-0ubuntu1~18.04.1

  - Installed package : openjdk-11-jre_11.0.16+8-0ubuntu1~18.04
    Fixed package     : openjdk-11-jre_11.0.18+10-0ubuntu1~18.04.1

  - Installed package : openjdk-11-jre-headless_11.0.16+8-0ubuntu1~18.04
    Fixed package     : openjdk-11-jre-headless_11.0.18+10-0ubuntu1~18.04.1

";0;TCP;;NONE;18ce976c-e315-475e-90a7-54f3234823d0;Low;ACTIVE
20;Blah34;10.0.0.34;fe80:0:0:0:6245:bdff:fe97:f04b;60:45:bd:97:f0:4b;Blah34;5996aa19-f5d5-46d3-82bc-a94007098315;Blah34;;00000000-0000-0000-0000-000000000000;Default;Linux Kernel 3.10.0-1160.88.1.el7.x86_64 on CentOS Linux release 7.9.2009 (Core);azure-instance;"[{""category"":""Azure"",""value"":""Connector+Scanned""},{""category"":""Azure_BU"",""value"":""Platform Products""},{""category"":""Azure"",""value"":""Connector""},{""category"":""Azure_OU"",""value"":""TTI""},{""category"":""Azure"",""value"":""tti-lt-dev""},{""category"":""Azure_CC"",""value"":""PP-Traffic""},{""category"":""Owners"",""value"":""tti-lt-subscription-owners@groups.tomtom.com""}]";;;;;;2.1;CVSS2#AV:N/AC:H/Au:S/C:N/I:P/A:N;;;3.1;CVSS:3.0/AV:N/AC:H/PR:L/UI:N/S:U/C:N/I:L/A:N;;;;"Some daemon processes on the remote host are associated with programs that have been installed manually.

System administration best practice dictates that an operating system's native package management tools be used to manage software installation, updates, and removal whenever possible.";;FALSE;FALSE;Misc.;;;;;33851;FALSE;FALSE;Network daemons not managed by the package system;;2008-08-08T00:00:00Z;2022-12-21T00:00:00Z;1.24;;;Low;"Use packages supplied by the operating system vendor whenever possible.

And make sure that manual software installation agrees with your organization's acceptable use and security policies.";;Some daemon processes on the remote host are associated with programs that have been installed manually.;LOCAL;FALSE;;;;;;;;;;;;2023-06-22T15:03:15.638Z;03e10d91-b0ea-4a94-bd88-8c1bae115891;2023-07-12T12:10:19.679Z;"'
The following running daemon is not managed by RPM :

/usr/local/bin/node_exporter
";0;TCP;;NONE;18f99379-95e6-4c04-988d-b3e9a82519c8;Low;ACTIVE
7;Blah35;10.0.0.35;fe80:0:0:0:20d:3aff:fea8:d436;00:0d:3a:a8:d4:36;Blah35;54f1844f-e329-4e48-b885-51d4611c5f3d;Blah35;;00000000-0000-0000-0000-000000000000;Default;Linux Kernel 3.10.0-1160.21.1.el7.x86_64 on CentOS Linux release 7.9.2009 (Core);azure-instance;"[{""category"":""Azure"",""value"":""Connector+Scanned""},{""category"":""Azure"",""value"":""Connector""},{""category"":""Azure_BU"",""value"":""Platform Products""},{""category"":""Azure_OU"",""value"":""SERVICE PLATFORM""},{""category"":""Azure_CC"",""value"":""PP-Compute""},{""category"":""Azure"",""value"":""cit-compute-prod""}]";;;;p-cpe:/a:centos:centos:java-1.8.0-openjdk, p-cpe:/a:centos:centos:java-1.8.0-openjdk-accessibility, p-cpe:/a:centos:centos:java-1.8.0-openjdk-demo, p-cpe:/a:centos:centos:java-1.8.0-openjdk-devel, p-cpe:/a:centos:centos:java-1.8.0-openjdk-headless, p-cpe:/a:centos:centos:java-1.8.0-openjdk-javadoc, p-cpe:/a:centos:centos:java-1.8.0-openjdk-javadoc-zip, p-cpe:/a:centos:centos:java-1.8.0-openjdk-src, cpe:/o:centos:centos:7;CVE-2022-21619, CVE-2022-21624, CVE-2022-21626, CVE-2022-21628;2.6;CVSS2#AV:N/AC:H/Au:N/C:N/I:P/A:N;1.9;CVSS2#E:U/RL:OF/RC:C;3.7;CVSS:3.0/AV:N/AC:H/PR:N/UI:N/S:U/C:N/I:L/A:N;3.2;CVSS:3.0/E:U/RL:O/RC:C;192, 330, 400, 770;"The remote CentOS Linux 7 host has packages installed that are affected by multiple vulnerabilities as referenced in the CESA-2022:7002 advisory.

  - OpenJDK: improper handling of long NTLM client hostnames (Security, 8286526) (CVE-2022-21619)

  - OpenJDK: insufficient randomization of JNDI DNS port numbers (JNDI, 8286910) (CVE-2022-21624)

  - OpenJDK: excessive memory allocation in X.509 certificate parsing (Security, 8286533) (CVE-2022-21626)

  - OpenJDK: HttpServer no connection count limit (Lightweight HTTP Server, 8286918) (CVE-2022-21628)

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version number.";NOT_AVAILABLE;FALSE;FALSE;CentOS Local Security Checks;;;;;166552;FALSE;FALSE;CentOS 7 : java-1.8.0-openjdk (CESA-2022:7002);2022-10-26T00:00:00Z;2022-10-26T00:00:00Z;2023-03-22T00:00:00Z;1.3;CVE=[CVE-2022-21619, CVE-2022-21624, CVE-2022-21626, CVE-2022-21628], CWE=[192, 330, 400, 770], RHSA=[2022:7002];http://www.nessus.org/u?0ce1bb6f;Low;Update the affected packages.;;The remote CentOS Linux host is missing one or more security updates.;LOCAL;FALSE;365;181;1.4;FUNCTIONAL;VERY_HIGH;VERY_LOW;;;No recorded events;2.9;2022-10-17T00:00:00Z;2023-07-05T11:48:26.285Z;03f30e54-e10c-49fd-a7f7-69c7ca90ab01;2023-07-12T11:52:50.102Z;"'
Remote package installed : java-1.8.0-openjdk-1.8.0.282.b08-1.el7_9
Should be                : java-1.8.0-openjdk-1.8.0.352.b08-2.el7_9

Remote package installed : java-1.8.0-openjdk-headless-1.8.0.282.b08-1.el7_9
Should be                : java-1.8.0-openjdk-headless-1.8.0.352.b08-2.el7_9

";0;TCP;;NONE;89f12141-a26e-474c-a587-8d1d948c3abe;Low;ACTIVE
319;Blah36;10.0.0.36;;;Blah36;5cf805a5-8101-44a0-b4eb-610332ba1067;Blah36;;00000000-0000-0000-0000-000000000000;Default;Dell iDRAC;embedded;"[{""category"":""Data_Centers"",""value"":""EMEA: Data Center 1""}]";;;;;;;;;;;;;;;"At least one of the X.509 certificates sent by the remote host has a key that is shorter than 2048 bits. According to industry standards set by the Certification Authority/Browser (CA/B) Forum, certificates issued after January 1, 2014 must be at least 2048 bits.

Some browser SSL implementations may reject keys less than 2048 bits after January 1, 2014. Additionally, some SSL certificate vendors may revoke certificates less than 2048 bits before January 1, 2014.

Note that Nessus will not flag root certificates with RSA keys less than 2048 bits if they were issued prior to December 31, 2010, as the standard considers them exempt.";;FALSE;FALSE;General;;;;;69551;FALSE;FALSE;SSL Certificate Chain Contains RSA Keys Less Than 2048 bits;;2013-09-03T00:00:00Z;2018-11-15T00:00:00Z;1.4;;https://www.cabforum.org/wp-content/uploads/Baseline_Requirements_V1.pdf;Low;Replace the certificate in the chain with the RSA key less than 2048 bits in length with a longer key, and reissue any certificates signed by the old certificate.;;The X.509 certificate chain used by this service contains certificates with RSA keys shorter than 2048 bits.;REMOTE;FALSE;;;;;;;;;;;;2022-08-28T00:50:18.493Z;03fd045e-47a2-48ca-8024-91f72dd08225;2023-07-09T00:11:49.137Z;"'
The following certificates were part of the certificate chain
sent by the remote host, but contain RSA keys that are considered
to be weak :

|-Subject        : C=US/ST=Texas/L=Round Rock/O=Dell Inc./OU=Remote Access Group/CN=iDRAC7 default certificate
|-RSA Key Length : 1024 bits
";5900;TCP;;NONE;4e68d1bf-9631-41b9-b2f6-c6d6f294d6c0;Low;RESURFACED
6;Blah37;10.0.0.37;fe80:0:0:0:20d:3aff:fe22:9db9;00:0d:3a:22:9d:b9;Blah37;0397402b-79e0-439f-bbbd-a0aa9eaa4d11;Blah37;;81b1923f-e771-4a14-8ea9-eed2948851aa;LicensedVMs;AlmaLinux 8.6 (Sky Tiger);azure-instance;"[{""category"":""Azure"",""value"":""Connector+Scanned""},{""category"":""Azure"",""value"":""Connector""},{""category"":""Owners"",""value"":""tti-lt-subscription-owners@groups.tomtom.com""},{""category"":""Azure_BU"",""value"":""Platform Products""},{""category"":""Azure_OU"",""value"":""TTI""},{""category"":""Azure_CC"",""value"":""PP-Traffic""},{""category"":""Azure"",""value"":""tti-lt-prod""}]";;;;;;2.1;CVSS2#AV:N/AC:H/Au:S/C:N/I:P/A:N;;;3.1;CVSS:3.0/AV:N/AC:H/PR:L/UI:N/S:U/C:N/I:L/A:N;;;;"Some daemon processes on the remote host are associated with programs that have been installed manually.

System administration best practice dictates that an operating system's native package management tools be used to manage software installation, updates, and removal whenever possible.";;FALSE;FALSE;Misc.;;;;;33851;FALSE;FALSE;Network daemons not managed by the package system;;2008-08-08T00:00:00Z;2022-12-21T00:00:00Z;1.24;;;Low;"Use packages supplied by the operating system vendor whenever possible.

And make sure that manual software installation agrees with your organization's acceptable use and security policies.";;Some daemon processes on the remote host are associated with programs that have been installed manually.;LOCAL;FALSE;;;;;;;;;;;;2023-07-06T12:09:00.696Z;041750c8-d0e7-44ec-9cda-2d1b4a068cf7;2023-07-12T12:00:51.788Z;"'
The following running daemons are not managed by RPM :

/opt/consul-agent_exporter/consul-agent_exporter
/opt/consul/consul_1.15.3
/opt/node_exporter/node_exporter
/opt/traefik/traefik
";0;TCP;;NONE;12fe8132-d877-41c8-bbb8-be9479d3c940;Low;ACTIVE
5;Blah38;10.0.0.38;fe80:0:0:0:20d:3aff:feaa:b954;00:0d:3a:aa:b9:54;Blah38;9e7d7df7-b91e-4f12-a490-8176718cdb2f;Blah38;;81b1923f-e771-4a14-8ea9-eed2948851aa;LicensedVMs;AlmaLinux 8.6 (Sky Tiger);azure-instance;"[{""category"":""Azure"",""value"":""Connector+Scanned""},{""category"":""Azure"",""value"":""Connector""},{""category"":""Owners"",""value"":""tti-lt-subscription-owners@groups.tomtom.com""},{""category"":""Azure_BU"",""value"":""Platform Products""},{""category"":""Azure_OU"",""value"":""TTI""},{""category"":""Azure_CC"",""value"":""PP-Traffic""},{""category"":""Azure"",""value"":""tti-lt-prod""}]";;;;;;2.1;CVSS2#AV:N/AC:H/Au:S/C:N/I:P/A:N;;;3.1;CVSS:3.0/AV:N/AC:H/PR:L/UI:N/S:U/C:N/I:L/A:N;;;;"Some daemon processes on the remote host are associated with programs that have been installed manually.

System administration best practice dictates that an operating system's native package management tools be used to manage software installation, updates, and removal whenever possible.";;FALSE;FALSE;Misc.;;;;;33851;FALSE;FALSE;Network daemons not managed by the package system;;2008-08-08T00:00:00Z;2022-12-21T00:00:00Z;1.24;;;Low;"Use packages supplied by the operating system vendor whenever possible.

And make sure that manual software installation agrees with your organization's acceptable use and security policies.";;Some daemon processes on the remote host are associated with programs that have been installed manually.;LOCAL;FALSE;;;;;;;;;;;;2023-07-07T12:08:43.751Z;042e2992-1fa1-4634-830e-67a840f86db5;2023-07-10T11:44:47.335Z;"'
The following running daemons are not managed by RPM :

/opt/consul-agent_exporter/consul-agent_exporter
/opt/consul/consul_1.15.3
/opt/node_exporter/node_exporter
/opt/traefik/traefik
";0;TCP;;NONE;1a29b888-7c81-49dc-b173-691f352addb7;Low;ACTIVE
