PROFILE,ACCOUNT_NUM,REGION,TITLE_ID,RESULT,SCORED,LEVEL,TITLE_TEXT,NOTES,COMPLIANCE,SEVERITY,SERVICENAME,
default,123456789012,eu-west-1,1.7,FAIL,Scored,Level 1,[check17] Ensure IAM password policy require at least one symbol (Scored),Password Policy missing symbol requirement,Software and Configuration Checks,Medium,iam,
default,123456789012,eu-west-1,1.8,FAIL,Scored,Level 1,[check18] Ensure IAM password policy require at least one number (Scored),Password Policy missing number requirement,Software and Configuration Checks,Medium,iam,
default,123456789012,eu-west-1,1.9,FAIL,Scored,Level 1,[check19] Ensure IAM password policy requires minimum length of 14 or greater (Scored),Password Policy missing or weak length requirement,Software and Configuration Checks,Medium,iam,
default,123456789012,eu-west-1,1.10,FAIL,Scored,Level 1,[check110] Ensure IAM password policy prevents password reuse: 24 or greater (Scored),Password Policy has weak reuse requirement (lower than 24),Software and Configuration Checks,Medium,iam,
default,123456789012,eu-west-1,1.11,FAIL,Scored,Level 1,[check111] Ensure IAM password policy expires passwords within 90 days or less (Scored),Password expiration is not set,Software and Configuration Checks,Medium,iam,
default,123456789012,eu-west-1,1.12,PASS,Scored,Level 1,[check112] Ensure no root account access key exists (Scored),No access key 1 found for root,Software and Configuration Checks,Critical,iam,
default,123456789012,eu-west-1,1.12,PASS,Scored,Level 1,[check112] Ensure no root account access key exists (Scored),No access key 2 found for root,Software and Configuration Checks,Critical,iam,
default,123456789012,eu-west-1,1.13,FAIL,Scored,Level 1,[check113] Ensure MFA is enabled for the root account (Scored),MFA is not ENABLED for root account,Software and Configuration Checks,Critical,iam,
default,123456789012,eu-west-1,1.14,FAIL,Scored,Level 2,[check114] Ensure hardware MFA is enabled for the root account (Scored),MFA is not ENABLED for root account,Software and Configuration Checks,Critical,iam,
default,123456789012,eu-west-1,1.15,INFO,Not Scored,Level 1,[check115] Ensure security questions are registered in the AWS account (Not Scored),No command available for check 1.15 ,Software and Configuration Checks,Medium,support,
default,123456789012,eu-west-1,1.15,INFO,Not Scored,Level 1,[check115] Ensure security questions are registered in the AWS account (Not Scored),Login to the AWS Console as root & click on the Account ,Software and Configuration Checks,Medium,support,
default,123456789012,eu-west-1,1.15,INFO,Not Scored,Level 1,[check115] Ensure security questions are registered in the AWS account (Not Scored),Name -> My Account -> Configure Security Challenge Questions ,Software and Configuration Checks,Medium,support,
default,123456789012,eu-west-1,1.16,PASS,Scored,Level 1,[check116] Ensure IAM policies are attached only to groups or roles (Scored),No policies attached to users,ens-op.acc.3.aws.iam.1,Low,iam,
default,123456789012,eu-west-1,1.17,INFO,Not Scored,Level 1,[check117] Maintain current contact details (Not Scored),No command available for check 1.17 ,Software and Configuration Checks,Medium,support,
default,123456789012,eu-west-1,1.17,INFO,Not Scored,Level 1,[check117] Maintain current contact details (Not Scored),See section 1.17 on the CIS Benchmark guide for details ,Software and Configuration Checks,Medium,support,
default,123456789012,eu-west-1,1.18,INFO,Not Scored,Level 1,[check118] Ensure security contact information is registered (Not Scored),No command available for check 1.18 ,Software and Configuration Checks,Medium,support,
default,123456789012,eu-west-1,1.18,INFO,Not Scored,Level 1,[check118] Ensure security contact information is registered (Not Scored),See section 1.18 on the CIS Benchmark guide for details ,Software and Configuration Checks,Medium,support,
default,123456789012,eu-north-1,1.19,INFO,Not Scored,Level 2,[check119] Ensure IAM instance roles are used for AWS resource access from instances (Not Scored),eu-north-1: No EC2 instances found,Software and Configuration Checks,Medium,ec2,
default,123456789012,ap-south-1,1.19,INFO,Not Scored,Level 2,[check119] Ensure IAM instance roles are used for AWS resource access from instances (Not Scored),ap-south-1: No EC2 instances found,Software and Configuration Checks,Medium,ec2,
default,123456789012,eu-west-3,1.19,INFO,Not Scored,Level 2,[check119] Ensure IAM instance roles are used for AWS resource access from instances (Not Scored),eu-west-3: No EC2 instances found,Software and Configuration Checks,Medium,ec2,
default,123456789012,eu-west-2,1.19,INFO,Not Scored,Level 2,[check119] Ensure IAM instance roles are used for AWS resource access from instances (Not Scored),eu-west-2: No EC2 instances found,Software and Configuration Checks,Medium,ec2,
default,123456789012,eu-west-1,1.19,INFO,Not Scored,Level 2,[check119] Ensure IAM instance roles are used for AWS resource access from instances (Not Scored),eu-west-1: No EC2 instances found,Software and Configuration Checks,Medium,ec2,
default,123456789012,ap-northeast-2,1.19,INFO,Not Scored,Level 2,[check119] Ensure IAM instance roles are used for AWS resource access from instances (Not Scored),ap-northeast-2: No EC2 instances found,Software and Configuration Checks,Medium,ec2,
default,123456789012,ap-northeast-1,1.19,INFO,Not Scored,Level 2,[check119] Ensure IAM instance roles are used for AWS resource access from instances (Not Scored),ap-northeast-1: No EC2 instances found,Software and Configuration Checks,Medium,ec2,
default,123456789012,sa-east-1,1.19,INFO,Not Scored,Level 2,[check119] Ensure IAM instance roles are used for AWS resource access from instances (Not Scored),sa-east-1: No EC2 instances found,Software and Configuration Checks,Medium,ec2,
default,123456789012,ca-central-1,1.19,INFO,Not Scored,Level 2,[check119] Ensure IAM instance roles are used for AWS resource access from instances (Not Scored),ca-central-1: No EC2 instances found,Software and Configuration Checks,Medium,ec2,
default,123456789012,ap-southeast-1,1.19,INFO,Not Scored,Level 2,[check119] Ensure IAM instance roles are used for AWS resource access from instances (Not Scored),ap-southeast-1: No EC2 instances found,Software and Configuration Checks,Medium,ec2,
default,123456789012,ap-southeast-2,1.19,INFO,Not Scored,Level 2,[check119] Ensure IAM instance roles are used for AWS resource access from instances (Not Scored),ap-southeast-2: No EC2 instances found,Software and Configuration Checks,Medium,ec2,
default,123456789012,eu-central-1,1.19,INFO,Not Scored,Level 2,[check119] Ensure IAM instance roles are used for AWS resource access from instances (Not Scored),eu-central-1: No EC2 instances found,Software and Configuration Checks,Medium,ec2,
default,123456789012,us-east-1,1.19,INFO,Not Scored,Level 2,[check119] Ensure IAM instance roles are used for AWS resource access from instances (Not Scored),us-east-1: No EC2 instances found,Software and Configuration Checks,Medium,ec2,
default,123456789012,us-east-2,1.19,INFO,Not Scored,Level 2,[check119] Ensure IAM instance roles are used for AWS resource access from instances (Not Scored),us-east-2: No EC2 instances found,Software and Configuration Checks,Medium,ec2,
default,123456789012,us-west-1,1.19,INFO,Not Scored,Level 2,[check119] Ensure IAM instance roles are used for AWS resource access from instances (Not Scored),us-west-1: No EC2 instances found,Software and Configuration Checks,Medium,ec2,
default,123456789012,us-west-2,1.19,INFO,Not Scored,Level 2,[check119] Ensure IAM instance roles are used for AWS resource access from instances (Not Scored),us-west-2: No EC2 instances found,Software and Configuration Checks,Medium,ec2,
default,123456789012,eu-west-1,1.20,FAIL,Scored,Level 1,[check120] Ensure a support role has been created to manage incidents with AWS Support (Scored),Support Policy not applied to any Role,ens-op.acc.1.aws.iam.4,Medium,iam,
default,123456789012,eu-west-1,1.21,PASS,Not Scored,Level 1,[check121] Do not setup access keys during initial user setup for all IAM users that have a console password (Not Scored),No users found with access key 1 never used,ens-op.acc.1.aws.iam.5,Medium,iam,
default,123456789012,eu-west-1,1.21,PASS,Not Scored,Level 1,[check121] Do not setup access keys during initial user setup for all IAM users that have a console password (Not Scored),No users found with access key 2 never used,ens-op.acc.1.aws.iam.5,Medium,iam,
default,123456789012,eu-west-1,1.22,INFO,Scored,Level 1,"[check122] Ensure IAM policies that allow full ""*:*"" administrative privileges are not created (Scored)",Looking for custom policies: (skipping default policies - it may take few seconds...),Software and Configuration Checks,Medium,iam,
default,123456789012,eu-west-1,1.22,PASS,Scored,Level 1,"[check122] Ensure IAM policies that allow full ""*:*"" administrative privileges are not created (Scored)","No custom policy found that allow full ""*:*"" administrative privileges",Software and Configuration Checks,Medium,iam,
default,123456789012,eu-west-1,7.74,PASS,Not Scored,Extra,[extra774] Ensure credentials unused for 30 days or greater are disabled,No users found with password enabled,Software and Configuration Checks,Medium,iam,
default,123456789012,eu-west-1,7.74,FAIL,Not Scored,Extra,[extra774] Ensure credentials unused for 30 days or greater are disabled,User dams has never used access key 1 since creation and not rotated it in the past 30 days,Software and Configuration Checks,Medium,iam,
default,123456789012,eu-west-1,7.74,FAIL,Not Scored,Extra,[extra774] Ensure credentials unused for 30 days or greater are disabled,User dams has not used access key 2 in the past 30 days,Software and Configuration Checks,Medium,iam,
default,123456789012,eu-west-1,2.1,FAIL,Scored,Level 1,[check21] Ensure CloudTrail is enabled in all regions (Scored),No CloudTrail trails were found in the account,ens-op.acc.7.aws.iam.1 ens-op.mon.1.aws.trail.1,High,cloudtrail,
default,123456789012,eu-west-1,2.2,FAIL,Scored,Level 2,[check22] Ensure CloudTrail log file validation is enabled (Scored),No CloudTrail trails were found in the account,ens-op.exp.10.aws.trail.1,Medium,cloudtrail,
default,123456789012,eu-west-1,2.3,FAIL,Scored,Level 1,[check23] Ensure the S3 bucket CloudTrail logs to is not publicly accessible (Scored),No CloudTrail bucket found!,ens-op.exp.10.aws.trail.3 ens-op.exp.10.aws.trail.4,Critical,cloudtrail,
default,123456789012,eu-west-1,2.4,FAIL,Scored,Level 1,[check24] Ensure CloudTrail trails are integrated with CloudWatch Logs (Scored),No CloudTrail trails were found in the account,ens-op.exp.8.aws.cw.1,Low,cloudtrail,
default,123456789012,eu-north-1,2.5,FAIL,Scored,Level 1,[check25] Ensure AWS Config is enabled in all regions (Scored),Region eu-north-1 has AWS Config disabled or not configured,ens-op.exp.1.aws.cfg.1,Medium,configservice,
default,123456789012,ap-south-1,2.5,FAIL,Scored,Level 1,[check25] Ensure AWS Config is enabled in all regions (Scored),Region ap-south-1 has AWS Config disabled or not configured,ens-op.exp.1.aws.cfg.1,Medium,configservice,
default,123456789012,eu-west-3,2.5,FAIL,Scored,Level 1,[check25] Ensure AWS Config is enabled in all regions (Scored),Region eu-west-3 has AWS Config disabled or not configured,ens-op.exp.1.aws.cfg.1,Medium,configservice,
default,123456789012,eu-west-2,2.5,FAIL,Scored,Level 1,[check25] Ensure AWS Config is enabled in all regions (Scored),Region eu-west-2 has AWS Config disabled or not configured,ens-op.exp.1.aws.cfg.1,Medium,configservice,
default,123456789012,eu-west-1,2.5,FAIL,Scored,Level 1,[check25] Ensure AWS Config is enabled in all regions (Scored),Region eu-west-1 has AWS Config disabled or not configured,ens-op.exp.1.aws.cfg.1,Medium,configservice,
default,123456789012,ap-northeast-2,2.5,FAIL,Scored,Level 1,[check25] Ensure AWS Config is enabled in all regions (Scored),Region ap-northeast-2 has AWS Config disabled or not configured,ens-op.exp.1.aws.cfg.1,Medium,configservice,
default,123456789012,ap-northeast-1,2.5,FAIL,Scored,Level 1,[check25] Ensure AWS Config is enabled in all regions (Scored),Region ap-northeast-1 has AWS Config disabled or not configured,ens-op.exp.1.aws.cfg.1,Medium,configservice,
default,123456789012,sa-east-1,2.5,FAIL,Scored,Level 1,[check25] Ensure AWS Config is enabled in all regions (Scored),Region sa-east-1 has AWS Config disabled or not configured,ens-op.exp.1.aws.cfg.1,Medium,configservice,
default,123456789012,ca-central-1,2.5,FAIL,Scored,Level 1,[check25] Ensure AWS Config is enabled in all regions (Scored),Region ca-central-1 has AWS Config disabled or not configured,ens-op.exp.1.aws.cfg.1,Medium,configservice,
default,123456789012,ap-southeast-1,2.5,FAIL,Scored,Level 1,[check25] Ensure AWS Config is enabled in all regions (Scored),Region ap-southeast-1 has AWS Config disabled or not configured,ens-op.exp.1.aws.cfg.1,Medium,configservice,
default,123456789012,ap-southeast-2,2.5,FAIL,Scored,Level 1,[check25] Ensure AWS Config is enabled in all regions (Scored),Region ap-southeast-2 has AWS Config disabled or not configured,ens-op.exp.1.aws.cfg.1,Medium,configservice,
default,123456789012,eu-central-1,2.5,FAIL,Scored,Level 1,[check25] Ensure AWS Config is enabled in all regions (Scored),Region eu-central-1 has AWS Config disabled or not configured,ens-op.exp.1.aws.cfg.1,Medium,configservice,
default,123456789012,us-east-1,2.5,FAIL,Scored,Level 1,[check25] Ensure AWS Config is enabled in all regions (Scored),Region us-east-1 has AWS Config disabled or not configured,ens-op.exp.1.aws.cfg.1,Medium,configservice,
default,123456789012,us-east-2,2.5,FAIL,Scored,Level 1,[check25] Ensure AWS Config is enabled in all regions (Scored),Region us-east-2 has AWS Config disabled or not configured,ens-op.exp.1.aws.cfg.1,Medium,configservice,
default,123456789012,us-west-1,2.5,FAIL,Scored,Level 1,[check25] Ensure AWS Config is enabled in all regions (Scored),Region us-west-1 has AWS Config disabled or not configured,ens-op.exp.1.aws.cfg.1,Medium,configservice,
default,123456789012,us-west-2,2.5,FAIL,Scored,Level 1,[check25] Ensure AWS Config is enabled in all regions (Scored),Region us-west-2 has AWS Config disabled or not configured,ens-op.exp.1.aws.cfg.1,Medium,configservice,
default,123456789012,eu-west-1,2.6,FAIL,Scored,Level 1,[check26] Ensure S3 bucket access logging is enabled on the CloudTrail S3 bucket (Scored),No CloudWatch group found and no CloudTrail bucket,Software and Configuration Checks,Medium,s3,
default,123456789012,eu-west-1,2.7,FAIL,Scored,Level 2,[check27] Ensure CloudTrail logs are encrypted at rest using KMS CMKs (Scored),No CloudTrail trails were found in the account,ens-op.exp.10.aws.trail.5,Medium,cloudtrail,
default,123456789012,eu-north-1,2.8,INFO,Scored,Level 2,[check28] Ensure rotation for customer created KMS CMKs is enabled (Scored),eu-north-1: This region doesn't have ANY encryption keys,Software and Configuration Checks,Medium,kms,
default,123456789012,ap-south-1,2.8,INFO,Scored,Level 2,[check28] Ensure rotation for customer created KMS CMKs is enabled (Scored),ap-south-1: This region doesn't have ANY encryption keys,Software and Configuration Checks,Medium,kms,
default,123456789012,eu-west-3,2.8,INFO,Scored,Level 2,[check28] Ensure rotation for customer created KMS CMKs is enabled (Scored),eu-west-3: This region doesn't have ANY encryption keys,Software and Configuration Checks,Medium,kms,
default,123456789012,eu-west-2,2.8,INFO,Scored,Level 2,[check28] Ensure rotation for customer created KMS CMKs is enabled (Scored),eu-west-2: This region doesn't have ANY encryption keys,Software and Configuration Checks,Medium,kms,
default,123456789012,eu-west-1,2.8,INFO,Scored,Level 2,[check28] Ensure rotation for customer created KMS CMKs is enabled (Scored),eu-west-1: This region doesn't have ANY encryption keys,Software and Configuration Checks,Medium,kms,
default,123456789012,ap-northeast-2,2.8,INFO,Scored,Level 2,[check28] Ensure rotation for customer created KMS CMKs is enabled (Scored),ap-northeast-2: This region doesn't have ANY encryption keys,Software and Configuration Checks,Medium,kms,
default,123456789012,ap-northeast-1,2.8,INFO,Scored,Level 2,[check28] Ensure rotation for customer created KMS CMKs is enabled (Scored),ap-northeast-1: This region doesn't have ANY encryption keys,Software and Configuration Checks,Medium,kms,
default,123456789012,sa-east-1,2.8,INFO,Scored,Level 2,[check28] Ensure rotation for customer created KMS CMKs is enabled (Scored),sa-east-1: This region doesn't have ANY encryption keys,Software and Configuration Checks,Medium,kms,
default,123456789012,ca-central-1,2.8,INFO,Scored,Level 2,[check28] Ensure rotation for customer created KMS CMKs is enabled (Scored),ca-central-1: This region doesn't have ANY encryption keys,Software and Configuration Checks,Medium,kms,
default,123456789012,ap-southeast-1,2.8,INFO,Scored,Level 2,[check28] Ensure rotation for customer created KMS CMKs is enabled (Scored),ap-southeast-1: This region doesn't have ANY encryption keys,Software and Configuration Checks,Medium,kms,
default,123456789012,ap-southeast-2,2.8,INFO,Scored,Level 2,[check28] Ensure rotation for customer created KMS CMKs is enabled (Scored),ap-southeast-2: This region doesn't have ANY encryption keys,Software and Configuration Checks,Medium,kms,
default,123456789012,eu-central-1,2.8,INFO,Scored,Level 2,[check28] Ensure rotation for customer created KMS CMKs is enabled (Scored),eu-central-1: This region doesn't have ANY encryption keys,Software and Configuration Checks,Medium,kms,
default,123456789012,us-east-1,2.8,INFO,Scored,Level 2,[check28] Ensure rotation for customer created KMS CMKs is enabled (Scored),us-east-1: This region doesn't have ANY encryption keys,Software and Configuration Checks,Medium,kms,
default,123456789012,us-east-2,2.8,INFO,Scored,Level 2,[check28] Ensure rotation for customer created KMS CMKs is enabled (Scored),us-east-2: This region doesn't have ANY encryption keys,Software and Configuration Checks,Medium,kms,
default,123456789012,us-west-1,2.8,INFO,Scored,Level 2,[check28] Ensure rotation for customer created KMS CMKs is enabled (Scored),us-west-1: This region doesn't have ANY encryption keys,Software and Configuration Checks,Medium,kms,
default,123456789012,us-west-2,2.8,INFO,Scored,Level 2,[check28] Ensure rotation for customer created KMS CMKs is enabled (Scored),us-west-2: This region doesn't have ANY encryption keys,Software and Configuration Checks,Medium,kms,
default,123456789012,eu-north-1,2.9,FAIL,Scored,Level 2,[check29] Ensure VPC Flow Logging is Enabled in all VPCs (Scored),VPC vpc-fa259d93: No VPCFlowLog has been found in Region eu-north-1,ens-op.mon.1.aws.flow.1,Medium,vpc,
default,123456789012,ap-south-1,2.9,FAIL,Scored,Level 2,[check29] Ensure VPC Flow Logging is Enabled in all VPCs (Scored),VPC vpc-2651a14d: No VPCFlowLog has been found in Region ap-south-1,ens-op.mon.1.aws.flow.1,Medium,vpc,
default,123456789012,eu-west-3,2.9,FAIL,Scored,Level 2,[check29] Ensure VPC Flow Logging is Enabled in all VPCs (Scored),VPC vpc-87d3fdee: No VPCFlowLog has been found in Region eu-west-3,ens-op.mon.1.aws.flow.1,Medium,vpc,
default,123456789012,eu-west-2,2.9,FAIL,Scored,Level 2,[check29] Ensure VPC Flow Logging is Enabled in all VPCs (Scored),VPC vpc-3fa2fa57: No VPCFlowLog has been found in Region eu-west-2,ens-op.mon.1.aws.flow.1,Medium,vpc,
default,123456789012,eu-west-1,2.9,FAIL,Scored,Level 2,[check29] Ensure VPC Flow Logging is Enabled in all VPCs (Scored),VPC vpc-f24c7994: No VPCFlowLog has been found in Region eu-west-1,ens-op.mon.1.aws.flow.1,Medium,vpc,
default,123456789012,ap-northeast-2,2.9,FAIL,Scored,Level 2,[check29] Ensure VPC Flow Logging is Enabled in all VPCs (Scored),VPC vpc-73f44e18: No VPCFlowLog has been found in Region ap-northeast-2,ens-op.mon.1.aws.flow.1,Medium,vpc,
default,123456789012,ap-northeast-1,2.9,FAIL,Scored,Level 2,[check29] Ensure VPC Flow Logging is Enabled in all VPCs (Scored),VPC vpc-0cbc506a: No VPCFlowLog has been found in Region ap-northeast-1,ens-op.mon.1.aws.flow.1,Medium,vpc,
default,123456789012,sa-east-1,2.9,FAIL,Scored,Level 2,[check29] Ensure VPC Flow Logging is Enabled in all VPCs (Scored),VPC vpc-b14fa4d7: No VPCFlowLog has been found in Region sa-east-1,ens-op.mon.1.aws.flow.1,Medium,vpc,
default,123456789012,ca-central-1,2.9,FAIL,Scored,Level 2,[check29] Ensure VPC Flow Logging is Enabled in all VPCs (Scored),VPC vpc-b5113ddd: No VPCFlowLog has been found in Region ca-central-1,ens-op.mon.1.aws.flow.1,Medium,vpc,
default,123456789012,ap-southeast-1,2.9,FAIL,Scored,Level 2,[check29] Ensure VPC Flow Logging is Enabled in all VPCs (Scored),VPC vpc-04ed1062: No VPCFlowLog has been found in Region ap-southeast-1,ens-op.mon.1.aws.flow.1,Medium,vpc,
default,123456789012,ap-southeast-2,2.9,FAIL,Scored,Level 2,[check29] Ensure VPC Flow Logging is Enabled in all VPCs (Scored),VPC vpc-5d22c33b: No VPCFlowLog has been found in Region ap-southeast-2,ens-op.mon.1.aws.flow.1,Medium,vpc,
default,123456789012,eu-central-1,2.9,FAIL,Scored,Level 2,[check29] Ensure VPC Flow Logging is Enabled in all VPCs (Scored),VPC vpc-78b43312: No VPCFlowLog has been found in Region eu-central-1,ens-op.mon.1.aws.flow.1,Medium,vpc,
default,123456789012,us-east-1,2.9,FAIL,Scored,Level 2,[check29] Ensure VPC Flow Logging is Enabled in all VPCs (Scored),VPC vpc-ba1cbdc7: No VPCFlowLog has been found in Region us-east-1,ens-op.mon.1.aws.flow.1,Medium,vpc,
default,123456789012,us-east-2,2.9,FAIL,Scored,Level 2,[check29] Ensure VPC Flow Logging is Enabled in all VPCs (Scored),VPC vpc-e429ad8f: No VPCFlowLog has been found in Region us-east-2,ens-op.mon.1.aws.flow.1,Medium,vpc,
default,123456789012,us-west-1,2.9,FAIL,Scored,Level 2,[check29] Ensure VPC Flow Logging is Enabled in all VPCs (Scored),VPC vpc-6e6fa508: No VPCFlowLog has been found in Region us-west-1,ens-op.mon.1.aws.flow.1,Medium,vpc,
default,123456789012,us-west-2,2.9,FAIL,Scored,Level 2,[check29] Ensure VPC Flow Logging is Enabled in all VPCs (Scored),VPC vpc-d45709ac: No VPCFlowLog has been found in Region us-west-2,ens-op.mon.1.aws.flow.1,Medium,vpc,
default,123456789012,eu-west-1,3.1,FAIL,Scored,Level 1,[check31] Ensure a log metric filter and alarm exist for unauthorized API calls (Scored),No CloudWatch group found for CloudTrail events,ens-op.exp.8.aws.trail.2,Medium,iam,
default,123456789012,eu-west-1,3.2,FAIL,Scored,Level 1,[check32] Ensure a log metric filter and alarm exist for Management Console sign-in without MFA (Scored),No CloudWatch group found for CloudTrail events,ens-op.exp.8.aws.trail.4,Medium,iam,
default,123456789012,eu-west-1,3.3,FAIL,Scored,Level 1,[check33] Ensure a log metric filter and alarm exist for usage of root account (Scored),No CloudWatch group found for CloudTrail events,ens-op.exp.8.aws.trail.5,Medium,iam,
default,123456789012,eu-west-1,3.4,FAIL,Scored,Level 1,[check34] Ensure a log metric filter and alarm exist for IAM policy changes (Scored),No CloudWatch group found for CloudTrail events,ens-op.exp.8.aws.trail.6,Medium,iam,
default,123456789012,eu-west-1,3.5,FAIL,Scored,Level 1,[check35] Ensure a log metric filter and alarm exist for CloudTrail configuration changes (Scored),No CloudWatch group found for CloudTrail events,ens-op.exp.8.aws.trail.1,Medium,cloudtrail,
default,123456789012,eu-west-1,3.6,FAIL,Scored,Level 2,[check36] Ensure a log metric filter and alarm exist for AWS Management Console authentication failures (Scored),No CloudWatch group found for CloudTrail events,ens-op.exp.8.aws.trail.3,Medium,iam,
default,123456789012,eu-west-1,3.7,FAIL,Scored,Level 2,[check37] Ensure a log metric filter and alarm exist for disabling or scheduled deletion of customer created KMS CMKs (Scored),No CloudWatch group found for CloudTrail events,ens-op.exp.11.aws.kms.1,Medium,kms,
default,123456789012,eu-west-1,3.8,FAIL,Scored,Level 1,[check38] Ensure a log metric filter and alarm exist for S3 bucket policy changes (Scored),No CloudWatch group found for CloudTrail events,Software and Configuration Checks,Medium,s3,
default,123456789012,eu-west-1,3.9,FAIL,Scored,Level 2,[check39] Ensure a log metric filter and alarm exist for AWS Config configuration changes (Scored),No CloudWatch group found for CloudTrail events,Software and Configuration Checks,Medium,configservice,
default,123456789012,eu-west-1,3.10,FAIL,Scored,Level 2,[check310] Ensure a log metric filter and alarm exist for security group changes (Scored),No CloudWatch group found for CloudTrail events,Software and Configuration Checks,Medium,ec2,
default,123456789012,eu-west-1,3.11,FAIL,Scored,Level 2,[check311] Ensure a log metric filter and alarm exist for changes to Network Access Control Lists (NACL) (Scored),No CloudWatch group found for CloudTrail events,Software and Configuration Checks,Medium,vpc,
default,123456789012,eu-west-1,3.12,FAIL,Scored,Level 1,[check312] Ensure a log metric filter and alarm exist for changes to network gateways (Scored),No CloudWatch group found for CloudTrail events,Software and Configuration Checks,Medium,vpc,
default,123456789012,eu-west-1,3.13,FAIL,Scored,Level 1,[check313] Ensure a log metric filter and alarm exist for route table changes (Scored),No CloudWatch group found for CloudTrail events,Software and Configuration Checks,Medium,vpc,
default,123456789012,eu-west-1,3.14,FAIL,Scored,Level 1,[check314] Ensure a log metric filter and alarm exist for VPC changes (Scored),No CloudWatch group found for CloudTrail events,Software and Configuration Checks,Medium,vpc,
default,123456789012,eu-north-1,4.1,PASS,Scored,Level 2,[check41] Ensure no security groups allow ingress from 0.0.0.0/0 or ::/0 to port 22 (Scored),No Security Groups found in eu-north-1 with port 22 TCP open to 0.0.0.0/0,ens-mp.com.4.aws.sg.4,High,ec2,
default,123456789012,ap-south-1,4.1,PASS,Scored,Level 2,[check41] Ensure no security groups allow ingress from 0.0.0.0/0 or ::/0 to port 22 (Scored),No Security Groups found in ap-south-1 with port 22 TCP open to 0.0.0.0/0,ens-mp.com.4.aws.sg.4,High,ec2,
default,123456789012,eu-west-3,4.1,PASS,Scored,Level 2,[check41] Ensure no security groups allow ingress from 0.0.0.0/0 or ::/0 to port 22 (Scored),No Security Groups found in eu-west-3 with port 22 TCP open to 0.0.0.0/0,ens-mp.com.4.aws.sg.4,High,ec2,
default,123456789012,eu-west-2,4.1,PASS,Scored,Level 2,[check41] Ensure no security groups allow ingress from 0.0.0.0/0 or ::/0 to port 22 (Scored),No Security Groups found in eu-west-2 with port 22 TCP open to 0.0.0.0/0,ens-mp.com.4.aws.sg.4,High,ec2,
default,123456789012,eu-west-1,4.1,PASS,Scored,Level 2,[check41] Ensure no security groups allow ingress from 0.0.0.0/0 or ::/0 to port 22 (Scored),No Security Groups found in eu-west-1 with port 22 TCP open to 0.0.0.0/0,ens-mp.com.4.aws.sg.4,High,ec2,
default,123456789012,ap-northeast-2,4.1,PASS,Scored,Level 2,[check41] Ensure no security groups allow ingress from 0.0.0.0/0 or ::/0 to port 22 (Scored),No Security Groups found in ap-northeast-2 with port 22 TCP open to 0.0.0.0/0,ens-mp.com.4.aws.sg.4,High,ec2,
default,123456789012,ap-northeast-1,4.1,PASS,Scored,Level 2,[check41] Ensure no security groups allow ingress from 0.0.0.0/0 or ::/0 to port 22 (Scored),No Security Groups found in ap-northeast-1 with port 22 TCP open to 0.0.0.0/0,ens-mp.com.4.aws.sg.4,High,ec2,
